cell_id,prov_name,dist_name,sect_name,province_name,district_name,sector_name,cell_name,total_nightlight,mean_nightlight,median_nightlight,max_nightlight,min_nightlight,std_nightlight,pixel_count,lit_pixel_count,year,lit_pixel_percentage
RWA.1.1.8.2_1,Amajyaruguru,Burera,Kagogo,Unknown_Province,Unknown_District,Unknown_Sector,Kayenzi,17.486770629882812,0.21858462691307068,0.0,1.1816222667694092,0.0,0.2860589325428009,80,33,2024,41.25
RWA.1.1.8.2_1,Amajyaruguru,Burera,Kagogo,Unknown_Province,Unknown_District,Unknown_Sector,Kayenzi,2.6535396575927734,0.03316924721002579,0.0,0.19995300471782684,0.0,0.045147597789764404,80,33,2015,41.25
RWA.1.1.8.3_1,Amajyaruguru,Burera,Kagogo,Unknown_Province,Unknown_District,Unknown_Sector,Kiringa,8.136940002441406,0.09686833620071411,0.0,0.30229151248931885,0.0,0.12755168974399567,84,31,2020,36.904761904761905
RWA.1.1.8.3_1,Amajyaruguru,Burera,Kagogo,Unknown_Province,Unknown_District,Unknown_Sector,Kiringa,17.31283950805664,0.20610523223876953,0.0,2.1021623611450195,0.0,0.3310677111148834,84,31,2024,36.904761904761905
RWA.1.1.8.3_1,Amajyaruguru,Burera,Kagogo,Unknown_Province,Unknown_District,Unknown_Sector,Kiringa,1.8744730949401855,0.02231515571475029,0.0,0.11714354157447815,0.0,0.03226490691304207,84,31,2015,36.904761904761905
RWA.1.1.8.4_1,Amajyaruguru,Burera,Kagogo,Unknown_Province,Unknown_District,Unknown_Sector,Nyamabuye,10.956772804260254,0.12450878322124481,0.0,0.5968393087387085,0.0,0.14220532774925232,88,41,2020,46.590909090909086
RWA.1.1.8.4_1,Amajyaruguru,Burera,Kagogo,Unknown_Province,Unknown_District,Unknown_Sector,Nyamabuye,26.722326278686523,0.30366280674934387,0.0,1.9233745336532593,0.0,0.4190031588077545,88,41,2024,46.590909090909086
RWA.1.1.8.4_1,Amajyaruguru,Burera,Kagogo,Unknown_Province,Unknown_District,Unknown_Sector,Nyamabuye,3.4307117462158203,0.03898536041378975,0.0,0.41984835267066956,0.0,0.06057681888341904,88,41,2015,46.590909090909086
RWA.1.1.9.1_1,Amajyaruguru,Burera,Kinoni,Unknown_Province,Unknown_District,Unknown_Sector,Gafuka,8.11832332611084,0.11275449395179749,0.0,0.33024224638938904,0.0,0.13769005239009857,72,29,2020,40.27777777777778
RWA.1.1.9.1_1,Amajyaruguru,Burera,Kinoni,Unknown_Province,Unknown_District,Unknown_Sector,Gafuka,13.882190704345703,0.19280821084976196,0.0,0.5535800457000732,0.0,0.23584310710430145,72,29,2024,40.27777777777778
RWA.1.1.9.1_1,Amajyaruguru,Burera,Kinoni,Unknown_Province,Unknown_District,Unknown_Sector,Gafuka,2.5012059211730957,0.034738972783088684,0.0,0.12617477774620056,0.0,0.045246995985507965,72,29,2015,40.27777777777778
RWA.1.1.9.2_1,Amajyaruguru,Burera,Kinoni,Unknown_Province,Unknown_District,Unknown_Sector,Nkenke,11.603067398071289,0.06446148455142975,0.0,0.3271257281303406,0.0,0.11111391335725784,180,46,2020,25.555555555555554
RWA.1.1.9.2_1,Amajyaruguru,Burera,Kinoni,Unknown_Province,Unknown_District,Unknown_Sector,Nkenke,19.414417266845703,0.10785787552595139,0.0,0.699785053730011,0.0,0.18752674758434296,180,46,2024,25.555555555555554
RWA.1.1.9.2_1,Amajyaruguru,Burera,Kinoni,Unknown_Province,Unknown_District,Unknown_Sector,Nkenke,1.8431596755981445,0.010239776223897934,0.0,0.09459540247917175,-0.018679184839129448,0.02121792361140251,180,43,2015,23.88888888888889
RWA.1.1.9.3_1,Amajyaruguru,Burera,Kinoni,Unknown_Province,Unknown_District,Unknown_Sector,Nkumba,10.242795944213867,0.11639540642499924,0.0,0.4805925786495209,0.0,0.14950737357139587,88,34,2020,38.63636363636363
RWA.1.1.9.3_1,Amajyaruguru,Burera,Kinoni,Unknown_Province,Unknown_District,Unknown_Sector,Nkumba,18.146976470947266,0.20621563494205475,0.0,0.7946182489395142,0.0,0.26541635394096375,88,34,2024,38.63636363636363
