cell_id,province_name,district_name,sector_name,cell_name,elderly_60_plus_2020,general_2020,children_under_five_2020,youth_15_24_2020,men_2020,women_2020,building_count
RWA.1.2.16.1_1,Amajyaruguru,Gakenke,Nemba,Buranga,203.349642,3146.384699,391.613316,669.584525,1469.707495,1676.6772039999998,705.0
RWA.1.2.16.2_1,Amajyaruguru,Gakenke,Nemba,Gahinga,135.60278599999998,2104.794547,262.713128,447.614945,983.453015,1121.341532,418.0
RWA.1.2.16.3_1,Amajyaruguru,Gakenke,Nemba,Gisozi,333.904678,5185.339506,648.466339,1101.044795,2421.9498,2763.389706,1194.0
RWA.1.2.16.4_1,Amajyaruguru,Gakenke,Nemba,Mucaca,337.48992799999996,5223.568661,650.334269,1111.5546299999999,2440.051375,2783.517286,1204.0
RWA.1.2.17.1_1,Amajyaruguru,Gakenke,Ruli,Busoro,215.8872,3311.99265,379.755744,675.490464,1617.616398,1694.376252,727.0
RWA.1.2.17.2_1,Amajyaruguru,Gakenke,Ruli,Gikingo,238.506216,3676.157676,420.88865999999996,750.9018,1796.7384419999998,1879.4192400000002,622.0
RWA.1.2.17.3_1,Amajyaruguru,Gakenke,Ruli,Jango,253.70408,3911.3919,447.414624,799.980904,1912.1795679999998,1999.212332,801.0
RWA.1.2.17.4_1,Amajyaruguru,Gakenke,Ruli,Ruli,374.764408,5776.7047999999995,660.843568,1181.359164,2823.981242,2952.723558,1284.0
RWA.1.2.17.5_1,Amajyaruguru,Gakenke,Ruli,Rwesero,211.450368,3252.212164,373.805742,661.5669839999999,1587.863451,1664.3487300000002,764.0
RWA.1.2.18.1_1,Amajyaruguru,Gakenke,Rusasa,Gataba,152.967798,2652.281019,369.14322999999996,498.56514699999997,1241.389759,1410.8912589999998,593.0
RWA.1.2.18.2_1,Amajyaruguru,Gakenke,Rusasa,Kamonyi,277.774664,4818.293715,669.6219749999999,905.401211,2256.291852,2562.001863,885.0
RWA.1.2.18.3_1,Amajyaruguru,Gakenke,Rusasa,Murambi,143.67365199999998,2517.014798,350.59664399999997,470.489144,1180.832694,1336.182104,538.0
RWA.1.2.18.4_1,Amajyaruguru,Gakenke,Rusasa,Nyundo,145.28497499999997,2517.995403,350.31179699999996,473.383251,1178.559855,1339.435548,555.0
RWA.1.2.18.5_1,Amajyaruguru,Gakenke,Rusasa,Rumbi,143.81744999999998,2492.561106,346.77329399999996,468.60160199999996,1166.65521,1325.9058959999998,487.0
RWA.1.2.18.6_1,Amajyaruguru,Gakenke,Rusasa,Rurembo,160.70104099999998,2785.093625,386.489874,524.650974,1303.994865,1481.0987599999999,642.0
RWA.1.2.19.1_1,Amajyaruguru,Gakenke,Rushashi,Burimba,78.99032299999999,1096.637721,128.528652,216.194847,518.552402,578.085319,445.0
RWA.1.2.19.2_1,Amajyaruguru,Gakenke,Rushashi,Busanane,124.523246,1708.246439,199.310537,337.11037600000003,806.660835,901.585598,397.0
RWA.1.2.19.3_1,Amajyaruguru,Gakenke,Rushashi,Joma,192.540012,2635.178154,306.347118,521.234364,1244.628126,1390.550028,679.0
RWA.1.2.19.4_1,Amajyaruguru,Gakenke,Rushashi,Kageyo,234.050344,3205.38481,372.766519,633.89693,1514.037855,1691.346955,789.0
