cell_id,province_name,district_name,sector_name ,cell_name
RWA.1.4.15.1_1,Amajyaruguru,Musanze,Shingiro,Gakingo
RWA.1.4.15.2_1,Amajyaruguru,Musanze,Shingiro,Kibuguzo
RWA.1.4.15.3_1,Amajyaruguru,Musanze,Shingiro,Mudende
RWA.1.4.15.4_1,Amajyaruguru,Musanze,Shingiro,Mugari
RWA.1.5.1.1_1,Amajyaruguru,Rulindo,Base,Cyohoha
RWA.1.5.1.2_1,Amajyaruguru,Rulindo,Base,Gitare
RWA.1.5.1.3_1,Amajyaruguru,Rulindo,Base,Rwamahwa
RWA.1.5.2.1_1,Amajyaruguru,Rulindo,Burega,Butangampundu
RWA.1.5.2.2_1,Amajyaruguru,Rulindo,Burega,Karengeri
RWA.1.5.2.3_1,Amajyaruguru,Rulindo,Burega,Taba
RWA.1.5.3.1_1,Amajyaruguru,Rulindo,Bushoki,Gasiza
RWA.1.5.3.2_1,Amajyaruguru,Rulindo,Bushoki,Giko
RWA.1.5.3.3_1,Amajyaruguru,Rulindo,Bushoki,Kayenzi
RWA.1.5.3.4_1,Amajyaruguru,Rulindo,Bushoki,Mukoto
RWA.1.5.3.5_1,Amajyaruguru,Rulindo,Bushoki,Nyirangarama
RWA.1.5.4.1_1,Amajyaruguru,Rulindo,Buyoga,Busoro
RWA.1.5.4.2_1,Amajyaruguru,Rulindo,Buyoga,Butare
RWA.1.5.4.3_1,Amajyaruguru,Rulindo,Buyoga,Gahororo
RWA.1.5.4.4_1,Amajyaruguru,Rulindo,Buyoga,Gitumba
RWA.1.5.4.5_1,Amajyaruguru,Rulindo,Buyoga,Karama
RWA.1.5.4.6_1,Amajyaruguru,Rulindo,Buyoga,Mwumba
RWA.1.5.4.7_1,Amajyaruguru,Rulindo,Buyoga,Ndarage
RWA.1.5.5.1_1,Amajyaruguru,Rulindo,Cyinzuzi,Budakiranya
RWA.1.5.5.2_1,Amajyaruguru,Rulindo,Cyinzuzi,Migendezo
RWA.1.5.5.3_1,Amajyaruguru,Rulindo,Cyinzuzi,Rudogo
RWA.1.5.6.1_1,Amajyaruguru,Rulindo,Cyungo,Burehe
RWA.1.5.6.2_1,Amajyaruguru,Rulindo,Cyungo,Marembo
RWA.1.5.6.3_1,Amajyaruguru,Rulindo,Cyungo,Rwili
RWA.1.5.7.1_1,Amajyaruguru,Rulindo,Kinihira,Butunzi
RWA.1.5.7.2_1,Amajyaruguru,Rulindo,Kinihira,Karegamazi
RWA.1.5.7.3_1,Amajyaruguru,Rulindo,Kinihira,Marembo
RWA.1.5.7.4_1,Amajyaruguru,Rulindo,Kinihira,Rebero
RWA.1.5.8.1_1,Amajyaruguru,Rulindo,Kisaro,Gitatsa
RWA.1.5.8.2_1,Amajyaruguru,Rulindo,Kisaro,Kamushenyi
RWA.1.5.8.3_1,Amajyaruguru,Rulindo,Kisaro,Kigarama
RWA.1.5.8.4_1,Amajyaruguru,Rulindo,Kisaro,Mubuga
RWA.1.5.8.5_1,Amajyaruguru,Rulindo,Kisaro,Murama
RWA.1.5.8.6_1,Amajyaruguru,Rulindo,Kisaro,Sayo
RWA.1.5.9.1_1,Amajyaruguru,Rulindo,Masoro,Kabuga
RWA.1.5.9.2_1,Amajyaruguru,Rulindo,Masoro,Kigarama
RWA.1.5.9.3_1,Amajyaruguru,Rulindo,Masoro,Kivugiza
RWA.1.5.9.4_1,Amajyaruguru,Rulindo,Masoro,Nyamyumba
RWA.1.5.9.5_1,Amajyaruguru,Rulindo,Masoro,Shengampuli
RWA.1.5.10.1_1,Amajyaruguru,Rulindo,Mbogo,Bukoro
RWA.1.5.10.2_1,Amajyaruguru,Rulindo,Mbogo,Mushari
RWA.1.5.10.3_1,Amajyaruguru,Rulindo,Mbogo,Ngiramazi
RWA.1.5.10.4_1,Amajyaruguru,Rulindo,Mbogo,Rurenge
RWA.1.5.11.1_1,Amajyaruguru,Rulindo,Murambi,Bubangu
RWA.1.5.11.2_1,Amajyaruguru,Rulindo,Murambi,Gatwa
RWA.1.5.11.3_1,Amajyaruguru,Rulindo,Murambi,Mugambazi
RWA.1.5.11.4_1,Amajyaruguru,Rulindo,Murambi,Mvuzo
RWA.1.5.12.1_1,Amajyaruguru,Rulindo,Ngoma,Kabuga
RWA.1.5.12.2_1,Amajyaruguru,Rulindo,Ngoma,Karambo
RWA.1.5.12.3_1,Amajyaruguru,Rulindo,Ngoma,Mugote
RWA.1.5.12.4_1,Amajyaruguru,Rulindo,Ngoma,Munyarwanda
RWA.1.5.13.1_1,Amajyaruguru,Rulindo,Ntarabana,Kajevuba
RWA.1.5.13.2_1,Amajyaruguru,Rulindo,Ntarabana,Kiyanza
RWA.1.5.13.5_1,Amajyaruguru,Rulindo,Ntarabana,Mahaza
RWA.1.5.13.3_1,Amajyaruguru,Rulindo,Ntarabana,Mahaza(1)
RWA.1.5.13.4_1,Amajyaruguru,Rulindo,Ntarabana,Mahaza(2)
RWA.1.5.14.1_1,Amajyaruguru,Rulindo,Rukozo,Buraro
RWA.1.5.14.2_1,Amajyaruguru,Rulindo,Rukozo,Bwimo
RWA.1.5.14.3_1,Amajyaruguru,Rulindo,Rukozo,Mberuka
RWA.1.5.14.4_1,Amajyaruguru,Rulindo,Rukozo,Mbuye
RWA.1.5.15.1_1,Amajyaruguru,Rulindo,Rusiga,Gako
RWA.1.5.15.2_1,Amajyaruguru,Rulindo,Rusiga,Kirenge
RWA.1.5.15.3_1,Amajyaruguru,Rulindo,Rusiga,Taba
RWA.1.5.16.1_1,Amajyaruguru,Rulindo,Shyorongi,Bugaragara
RWA.1.5.16.2_1,Amajyaruguru,Rulindo,Shyorongi,Kijabagwe
RWA.1.5.16.3_1,Amajyaruguru,Rulindo,Shyorongi,Muvumu
RWA.1.5.16.4_1,Amajyaruguru,Rulindo,Shyorongi,Rubona
RWA.1.5.16.5_1,Amajyaruguru,Rulindo,Shyorongi,Rutonde
RWA.1.5.17.1_1,Amajyaruguru,Rulindo,Tumba,Barari
RWA.1.5.17.2_1,Amajyaruguru,Rulindo,Tumba,Gahabwa
RWA.1.5.17.3_1,Amajyaruguru,Rulindo,Tumba,Misezero
RWA.1.5.17.4_1,Amajyaruguru,Rulindo,Tumba,Nyirabirori
RWA.1.5.17.5_1,Amajyaruguru,Rulindo,Tumba,Taba
RWA.2.1.1.1_1,Amajyepfo,Gisagara,Gikonko,Cyiri
RWA.2.1.1.2_1,Amajyepfo,Gisagara,Gikonko,Gasagara
RWA.2.1.1.3_1,Amajyepfo,Gisagara,Gikonko,Gikonko
RWA.2.1.1.4_1,Amajyepfo,Gisagara,Gikonko,Mbogo
RWA.2.1.2.1_1,Amajyepfo,Gisagara,Gishubi,Gabiro
RWA.2.1.2.2_1,Amajyepfo,Gisagara,Gishubi,Nyabitare
RWA.2.1.2.3_1,Amajyepfo,Gisagara,Gishubi,Nyakibungo
RWA.2.1.2.4_1,Amajyepfo,Gisagara,Gishubi,Nyeranzi
RWA.2.1.3.1_1,Amajyepfo,Gisagara,Kansi,Akaboti
RWA.2.1.3.2_1,Amajyepfo,Gisagara,Kansi,Bwiza
RWA.2.1.3.3_1,Amajyepfo,Gisagara,Kansi,Sabusaro
RWA.2.1.3.4_1,Amajyepfo,Gisagara,Kansi,Umunini
RWA.2.1.4.1_1,Amajyepfo,Gisagara,Kibirizi,Duwani
RWA.2.1.4.2_1,Amajyepfo,Gisagara,Kibirizi,Kibirizi
RWA.2.1.4.3_1,Amajyepfo,Gisagara,Kibirizi,Muyira
RWA.2.1.4.4_1,Amajyepfo,Gisagara,Kibirizi,Ruturo
RWA.2.1.5.1_1,Amajyepfo,Gisagara,Kigembe,Agahabwa
RWA.2.1.5.2_1,Amajyepfo,Gisagara,Kigembe,Gatovu
RWA.2.1.5.3_1,Amajyepfo,Gisagara,Kigembe,Impinga
RWA.2.1.5.4_1,Amajyepfo,Gisagara,Kigembe,Nyabikenke
RWA.2.1.5.5_1,Amajyepfo,Gisagara,Kigembe,Rubona
RWA.2.1.5.6_1,Amajyepfo,Gisagara,Kigembe,Rusagara
RWA.2.1.6.1_1,Amajyepfo,Gisagara,Mamba,Gakoma
RWA.2.1.6.2_1,Amajyepfo,Gisagara,Mamba,Kabumbwe
RWA.2.1.6.3_1,Amajyepfo,Gisagara,Mamba,Mamba
RWA.2.1.6.4_1,Amajyepfo,Gisagara,Mamba,Muyaga
RWA.2.1.6.5_1,Amajyepfo,Gisagara,Mamba,Ramba
RWA.2.1.7.1_1,Amajyepfo,Gisagara,Muganza,Cyumba
RWA.2.1.7.2_1,Amajyepfo,Gisagara,Muganza,Muganza
RWA.2.1.7.3_1,Amajyepfo,Gisagara,Muganza,Remera
RWA.2.1.7.4_1,Amajyepfo,Gisagara,Muganza,Rwamiko
RWA.2.1.7.5_1,Amajyepfo,Gisagara,Muganza,Saga
RWA.2.1.8.1_1,Amajyepfo,Gisagara,Mugombwa,Baziro
RWA.2.1.8.2_1,Amajyepfo,Gisagara,Mugombwa,Kibayi
RWA.2.1.8.3_1,Amajyepfo,Gisagara,Mugombwa,Kibu
RWA.2.1.8.4_1,Amajyepfo,Gisagara,Mugombwa,Mugombwa
RWA.2.1.8.5_1,Amajyepfo,Gisagara,Mugombwa,Mukomacara
RWA.2.1.9.1_1,Amajyepfo,Gisagara,Mukindo,Gitega
RWA.2.1.9.2_1,Amajyepfo,Gisagara,Mukindo,Mukiza
RWA.2.1.9.3_1,Amajyepfo,Gisagara,Mukindo,Nyabisagara
RWA.2.1.9.4_1,Amajyepfo,Gisagara,Mukindo,Runyinya
RWA.2.1.10.1_1,Amajyepfo,Gisagara,Musha,Bukinanyana
RWA.2.1.10.2_1,Amajyepfo,Gisagara,Musha,Gatovu
RWA.2.1.10.3_1,Amajyepfo,Gisagara,Musha,Kigarama
RWA.2.1.10.4_1,Amajyepfo,Gisagara,Musha,Kimana
RWA.2.1.11.1_1,Amajyepfo,Gisagara,Ndora,Bweya
RWA.2.1.11.2_1,Amajyepfo,Gisagara,Ndora,Cyamukuza
RWA.2.1.11.3_1,Amajyepfo,Gisagara,Ndora,Dahwe
RWA.2.1.11.4_1,Amajyepfo,Gisagara,Ndora,Gisagara
RWA.2.1.11.5_1,Amajyepfo,Gisagara,Ndora,Mukande
RWA.2.1.12.1_1,Amajyepfo,Gisagara,Nyanza,Higiro
RWA.2.1.12.2_1,Amajyepfo,Gisagara,Nyanza,Nyamugari
RWA.2.1.12.3_1,Amajyepfo,Gisagara,Nyanza,Nyaruteja
RWA.2.1.12.4_1,Amajyepfo,Gisagara,Nyanza,Umubanga
RWA.2.1.13.1_1,Amajyepfo,Gisagara,Save,Gatoki
RWA.2.1.13.2_1,Amajyepfo,Gisagara,Save,Munazi
RWA.2.1.13.3_1,Amajyepfo,Gisagara,Save,Rwanza
RWA.2.1.13.4_1,Amajyepfo,Gisagara,Save,Shyanda
RWA.2.1.13.5_1,Amajyepfo,Gisagara,Save,Zivu
RWA.2.2.1.1_1,Amajyepfo,Huye,Gishamvu,Nyakibanda
RWA.2.2.1.2_1,Amajyepfo,Huye,Gishamvu,Nyumba
RWA.2.2.1.3_1,Amajyepfo,Huye,Gishamvu,Ryakibogo
RWA.2.2.1.4_1,Amajyepfo,Huye,Gishamvu,Shori
RWA.2.2.2.1_1,Amajyepfo,Huye,Huye,Muyogoro
RWA.2.2.2.2_1,Amajyepfo,Huye,Huye,Nyakagezi
RWA.2.2.2.3_1,Amajyepfo,Huye,Huye,Rukira
RWA.2.2.2.4_1,Amajyepfo,Huye,Huye,Sovu
RWA.2.2.3.1_1,Amajyepfo,Huye,Karama,Buhoro
RWA.2.2.3.2_1,Amajyepfo,Huye,Karama,Bunazi
RWA.2.2.3.3_1,Amajyepfo,Huye,Karama,Gahororo
RWA.2.2.3.4_1,Amajyepfo,Huye,Karama,Kibingo
RWA.2.2.3.5_1,Amajyepfo,Huye,Karama,Muhembe
RWA.2.2.4.1_1,Amajyepfo,Huye,Kigoma,Gishihe
RWA.2.2.4.2_1,Amajyepfo,Huye,Kigoma,Kabatwa
RWA.2.2.4.3_1,Amajyepfo,Huye,Kigoma,Kabuga
RWA.2.2.4.4_1,Amajyepfo,Huye,Kigoma,Karambi
RWA.2.2.4.5_1,Amajyepfo,Huye,Kigoma,Musebeya
RWA.2.2.4.6_1,Amajyepfo,Huye,Kigoma,Nyabisindu
RWA.2.2.4.7_1,Amajyepfo,Huye,Kigoma,Rugarama
RWA.2.2.4.8_1,Amajyepfo,Huye,Kigoma,Shanga
RWA.2.2.5.1_1,Amajyepfo,Huye,Kinazi,Byinza
RWA.2.2.5.2_1,Amajyepfo,Huye,Kinazi,Gahana
RWA.2.2.5.3_1,Amajyepfo,Huye,Kinazi,Gitovu
RWA.2.2.5.4_1,Amajyepfo,Huye,Kinazi,Kabona
RWA.2.2.5.5_1,Amajyepfo,Huye,Kinazi,Sazange
RWA.2.2.6.1_1,Amajyepfo,Huye,Maraba,Buremera
RWA.2.2.6.2_1,Amajyepfo,Huye,Maraba,Gasumba
RWA.2.2.6.3_1,Amajyepfo,Huye,Maraba,Kabuye
RWA.2.2.6.4_1,Amajyepfo,Huye,Maraba,Kanyinya
RWA.2.2.6.5_1,Amajyepfo,Huye,Maraba,Shanga
RWA.2.2.6.6_1,Amajyepfo,Huye,Maraba,Shyembe
RWA.2.2.7.1_1,Amajyepfo,Huye,Mbazi,Gatobotobo
RWA.2.2.7.2_1,Amajyepfo,Huye,Mbazi,Kabuga
RWA.2.2.7.3_1,Amajyepfo,Huye,Mbazi,Mutunda
RWA.2.2.7.4_1,Amajyepfo,Huye,Mbazi,Mwulire
RWA.2.2.7.5_1,Amajyepfo,Huye,Mbazi,Rugango
RWA.2.2.7.6_1,Amajyepfo,Huye,Mbazi,Rusagara
RWA.2.2.7.7_1,Amajyepfo,Huye,Mbazi,Tare
RWA.2.2.8.1_1,Amajyepfo,Huye,Mukura,Bukomeye
RWA.2.2.8.2_1,Amajyepfo,Huye,Mukura,Buvumu
RWA.2.2.8.3_1,Amajyepfo,Huye,Mukura,Icyeru
RWA.2.2.8.4_1,Amajyepfo,Huye,Mukura,RangoA
RWA.2.2.9.1_1,Amajyepfo,Huye,Ngoma,Butare
RWA.2.2.9.2_1,Amajyepfo,Huye,Ngoma,Kaburemera
RWA.2.2.9.3_1,Amajyepfo,Huye,Ngoma,Matyazo
RWA.2.2.9.4_1,Amajyepfo,Huye,Ngoma,Ngoma
RWA.2.2.10.1_1,Amajyepfo,Huye,Rudashya,Karama
RWA.2.2.11.1_1,Amajyepfo,Huye,Ruhashya,Busheshi
RWA.2.2.11.2_1,Amajyepfo,Huye,Ruhashya,Gatovu
RWA.2.2.11.3_1,Amajyepfo,Huye,Ruhashya,Karama
RWA.2.2.11.4_1,Amajyepfo,Huye,Ruhashya,Mara
RWA.2.2.11.5_1,Amajyepfo,Huye,Ruhashya,Muhororo
RWA.2.2.11.6_1,Amajyepfo,Huye,Ruhashya,Rugogwe
RWA.2.2.11.7_1,Amajyepfo,Huye,Ruhashya,Ruhashya
RWA.2.2.12.1_1,Amajyepfo,Huye,Rusatira,Buhimba
RWA.2.2.12.2_1,Amajyepfo,Huye,Rusatira,Gafumba
RWA.2.2.12.3_1,Amajyepfo,Huye,Rusatira,Kimirehe
RWA.2.2.12.4_1,Amajyepfo,Huye,Rusatira,Kimuna
RWA.2.2.12.5_1,Amajyepfo,Huye,Rusatira,Kiruhura
RWA.2.2.12.6_1,Amajyepfo,Huye,Rusatira,Mugogwe
RWA.2.2.13.1_1,Amajyepfo,Huye,Rwaniro,Gatwaro
RWA.2.2.13.2_1,Amajyepfo,Huye,Rwaniro,Kamwambi
RWA.2.2.13.3_1,Amajyepfo,Huye,Rwaniro,Kibiraro
RWA.2.2.13.4_1,Amajyepfo,Huye,Rwaniro,Mwendo
RWA.2.2.13.5_1,Amajyepfo,Huye,Rwaniro,Nyamabuye
RWA.2.2.13.6_1,Amajyepfo,Huye,Rwaniro,Nyaruhombo
RWA.2.2.13.7_1,Amajyepfo,Huye,Rwaniro,Shyunga
RWA.2.2.14.1_1,Amajyepfo,Huye,Simbi,Cyendajuru
RWA.2.2.14.2_1,Amajyepfo,Huye,Simbi,Gisakura
RWA.2.2.14.3_1,Amajyepfo,Huye,Simbi,Kabusanza
RWA.2.2.14.4_1,Amajyepfo,Huye,Simbi,Mugobore
RWA.2.2.14.5_1,Amajyepfo,Huye,Simbi,Nyangazi
RWA.2.2.15.3_1,Amajyepfo,Huye,Tumba,Cyarwa
RWA.2.2.15.1_1,Amajyepfo,Huye,Tumba,Cyarwa(1)
RWA.2.2.15.2_1,Amajyepfo,Huye,Tumba,Cyarwa(2)
RWA.2.2.15.4_1,Amajyepfo,Huye,Tumba,Cyimana
RWA.2.2.15.5_1,Amajyepfo,Huye,Tumba,Gitwa
RWA.2.2.15.6_1,Amajyepfo,Huye,Tumba,Mpare
RWA.2.2.15.7_1,Amajyepfo,Huye,Tumba,RangoB
RWA.2.3.1.1_1,Amajyepfo,Kamonyi,Gacurabwenge,Gihinga
RWA.2.3.1.2_1,Amajyepfo,Kamonyi,Gacurabwenge,Gihira
RWA.2.3.1.3_1,Amajyepfo,Kamonyi,Gacurabwenge,Kigembe
RWA.2.3.1.4_1,Amajyepfo,Kamonyi,Gacurabwenge,Nkingo
RWA.2.3.2.1_1,Amajyepfo,Kamonyi,Karama,Bitare
RWA.2.3.2.2_1,Amajyepfo,Kamonyi,Karama,Bunyonga
RWA.2.3.2.3_1,Amajyepfo,Kamonyi,Karama,Muganza
RWA.2.3.2.4_1,Amajyepfo,Kamonyi,Karama,Nyamirembe
RWA.2.3.3.1_1,Amajyepfo,Kamonyi,Kayenzi,Bugarama
RWA.2.3.3.2_1,Amajyepfo,Kamonyi,Kayenzi,Cubi
RWA.2.3.3.3_1,Amajyepfo,Kamonyi,Kayenzi,Kayonza
RWA.2.3.3.4_1,Amajyepfo,Kamonyi,Kayenzi,Kirwa
RWA.2.3.3.5_1,Amajyepfo,Kamonyi,Kayenzi,Mataba
RWA.2.3.3.6_1,Amajyepfo,Kamonyi,Kayenzi,Nyamirama
RWA.2.3.4.1_1,Amajyepfo,Kamonyi,Kayumbu,Busoro
RWA.2.3.4.2_1,Amajyepfo,Kamonyi,Kayumbu,Gaseke
RWA.2.3.4.3_1,Amajyepfo,Kamonyi,Kayumbu,Giko
RWA.2.3.4.4_1,Amajyepfo,Kamonyi,Kayumbu,Muyange
RWA.2.3.5.1_1,Amajyepfo,Kamonyi,Mugina,Jenda
RWA.2.3.5.2_1,Amajyepfo,Kamonyi,Mugina,Kabugondo
RWA.2.3.5.3_1,Amajyepfo,Kamonyi,Mugina,Mbati
RWA.2.3.5.4_1,Amajyepfo,Kamonyi,Mugina,Mugina
RWA.2.3.5.5_1,Amajyepfo,Kamonyi,Mugina,Nteko
RWA.2.3.6.1_1,Amajyepfo,Kamonyi,Musambira,Buhoro
RWA.2.3.6.2_1,Amajyepfo,Kamonyi,Musambira,Cyambwe
RWA.2.3.6.3_1,Amajyepfo,Kamonyi,Musambira,Karengera
RWA.2.3.6.4_1,Amajyepfo,Kamonyi,Musambira,Kivumu
RWA.2.3.6.5_1,Amajyepfo,Kamonyi,Musambira,Mpushi
RWA.2.3.6.6_1,Amajyepfo,Kamonyi,Musambira,Rukambura
RWA.2.3.7.1_1,Amajyepfo,Kamonyi,Ngamba,Kabuga
RWA.2.3.7.2_1,Amajyepfo,Kamonyi,Ngamba,Kazirabonde
RWA.2.3.7.3_1,Amajyepfo,Kamonyi,Ngamba,Marembo
RWA.2.3.8.1_1,Amajyepfo,Kamonyi,Nyamiyaga,Bibungo
RWA.2.3.8.2_1,Amajyepfo,Kamonyi,Nyamiyaga,Kabashumba
RWA.2.3.8.3_1,Amajyepfo,Kamonyi,Nyamiyaga,Kidahwe
RWA.2.3.8.4_1,Amajyepfo,Kamonyi,Nyamiyaga,Mukinga
RWA.2.3.8.5_1,Amajyepfo,Kamonyi,Nyamiyaga,Ngoma
RWA.2.3.9.1_1,Amajyepfo,Kamonyi,Nyarubaka,Gitare
RWA.2.3.9.2_1,Amajyepfo,Kamonyi,Nyarubaka,Kambyeyi
RWA.2.3.9.3_1,Amajyepfo,Kamonyi,Nyarubaka,Kigusa
RWA.2.3.9.4_1,Amajyepfo,Kamonyi,Nyarubaka,Nyagishubi
RWA.2.3.9.5_1,Amajyepfo,Kamonyi,Nyarubaka,Ruyanza
RWA.2.3.10.1_1,Amajyepfo,Kamonyi,Rugarika,Bihembe
RWA.2.3.10.2_1,Amajyepfo,Kamonyi,Rugarika,Kigese
RWA.2.3.10.3_1,Amajyepfo,Kamonyi,Rugarika,Masaka
RWA.2.3.10.4_1,Amajyepfo,Kamonyi,Rugarika,Nyarubuye
RWA.2.3.10.5_1,Amajyepfo,Kamonyi,Rugarika,Sheli
RWA.2.3.11.1_1,Amajyepfo,Kamonyi,Rukoma,Bugoba
RWA.2.3.11.2_1,Amajyepfo,Kamonyi,Rukoma,Buguri
RWA.2.3.11.3_1,Amajyepfo,Kamonyi,Rukoma,Gishyeshye
RWA.2.3.11.4_1,Amajyepfo,Kamonyi,Rukoma,Murehe
RWA.2.3.11.5_1,Amajyepfo,Kamonyi,Rukoma,Mwirute
RWA.2.3.11.6_1,Amajyepfo,Kamonyi,Rukoma,Remera
RWA.2.3.11.7_1,Amajyepfo,Kamonyi,Rukoma,Taba
RWA.2.3.12.1_1,Amajyepfo,Kamonyi,Runda,Gihara
RWA.2.3.12.2_1,Amajyepfo,Kamonyi,Runda,Kabagesera
RWA.2.3.12.3_1,Amajyepfo,Kamonyi,Runda,Kagina
RWA.2.3.12.4_1,Amajyepfo,Kamonyi,Runda,Muganza
RWA.2.3.12.5_1,Amajyepfo,Kamonyi,Runda,Ruyenzi
RWA.2.4.1.1_1,Amajyepfo,Muhanga,Cyeza,Biringaga
RWA.2.4.1.2_1,Amajyepfo,Muhanga,Cyeza,Kigarama
RWA.2.4.1.3_1,Amajyepfo,Muhanga,Cyeza,Kivumu
RWA.2.4.1.4_1,Amajyepfo,Muhanga,Cyeza,Makera
RWA.2.4.1.5_1,Amajyepfo,Muhanga,Cyeza,Nyarunyinya
RWA.2.4.1.6_1,Amajyepfo,Muhanga,Cyeza,Shori
RWA.2.4.2.1_1,Amajyepfo,Muhanga,Kabacuzi,Buramba
RWA.2.4.2.2_1,Amajyepfo,Muhanga,Kabacuzi,Butare
RWA.2.4.2.3_1,Amajyepfo,Muhanga,Kabacuzi,Kabuye
RWA.2.4.2.4_1,Amajyepfo,Muhanga,Kabacuzi,Kavumu
RWA.2.4.2.5_1,Amajyepfo,Muhanga,Kabacuzi,Kibyimba
RWA.2.4.2.6_1,Amajyepfo,Muhanga,Kabacuzi,Ngarama
RWA.2.4.2.7_1,Amajyepfo,Muhanga,Kabacuzi,Ngoma
RWA.2.4.2.8_1,Amajyepfo,Muhanga,Kabacuzi,Sholi
RWA.2.4.3.1_1,Amajyepfo,Muhanga,Kibangu,Gisharu
RWA.2.4.3.2_1,Amajyepfo,Muhanga,Kibangu,Gitega
RWA.2.4.3.3_1,Amajyepfo,Muhanga,Kibangu,Jurwe
RWA.2.4.3.4_1,Amajyepfo,Muhanga,Kibangu,Mubuga
RWA.2.4.3.5_1,Amajyepfo,Muhanga,Kibangu,Rubyiniro
RWA.2.4.3.6_1,Amajyepfo,Muhanga,Kibangu,Ryakanimba
RWA.2.4.4.1_1,Amajyepfo,Muhanga,Kiyumba,Budende
RWA.2.4.4.2_1,Amajyepfo,Muhanga,Kiyumba,Ndago
RWA.2.4.4.3_1,Amajyepfo,Muhanga,Kiyumba,Remera
RWA.2.4.4.4_1,Amajyepfo,Muhanga,Kiyumba,Ruhina
RWA.2.4.4.5_1,Amajyepfo,Muhanga,Kiyumba,Rukeri
RWA.2.4.5.1_1,Amajyepfo,Muhanga,Muhanga,Kanyinya
RWA.2.4.5.2_1,Amajyepfo,Muhanga,Muhanga,Nganzo
RWA.2.4.5.3_1,Amajyepfo,Muhanga,Muhanga,Nyamirama
RWA.2.4.5.4_1,Amajyepfo,Muhanga,Muhanga,Remera
RWA.2.4.5.5_1,Amajyepfo,Muhanga,Muhanga,Tyazo
RWA.2.4.6.1_1,Amajyepfo,Muhanga,Mushishiro,Matyazo
RWA.2.4.6.2_1,Amajyepfo,Muhanga,Mushishiro,Munazi
RWA.2.4.6.3_1,Amajyepfo,Muhanga,Mushishiro,Nyagasozi
RWA.2.4.6.4_1,Amajyepfo,Muhanga,Mushishiro,Rukaragata
RWA.2.4.6.5_1,Amajyepfo,Muhanga,Mushishiro,Rwasare
RWA.2.4.6.6_1,Amajyepfo,Muhanga,Mushishiro,Rwigerero
RWA.2.4.7.1_1,Amajyepfo,Muhanga,Nyabinoni,Gashorera
RWA.2.4.7.2_1,Amajyepfo,Muhanga,Nyabinoni,Masangano
RWA.2.4.7.3_1,Amajyepfo,Muhanga,Nyabinoni,Mbuga
RWA.2.4.7.4_1,Amajyepfo,Muhanga,Nyabinoni,Muvumba
RWA.2.4.7.5_1,Amajyepfo,Muhanga,Nyabinoni,Nyarusozi
RWA.2.4.8.1_1,Amajyepfo,Muhanga,Nyamabuye,Gahogo
RWA.2.4.8.2_1,Amajyepfo,Muhanga,Nyamabuye,Gifumba
RWA.2.4.8.3_1,Amajyepfo,Muhanga,Nyamabuye,Gitarama
RWA.2.4.8.4_1,Amajyepfo,Muhanga,Nyamabuye,Remera
RWA.2.4.9.1_1,Amajyepfo,Muhanga,Nyarusange,Mbiriri
RWA.2.4.9.2_1,Amajyepfo,Muhanga,Nyarusange,Musongati
RWA.2.4.9.3_1,Amajyepfo,Muhanga,Nyarusange,Ngaru
RWA.2.4.9.4_1,Amajyepfo,Muhanga,Nyarusange,Rusovu
RWA.2.4.10.1_1,Amajyepfo,Muhanga,Rongi,Gasagara
RWA.2.4.10.2_1,Amajyepfo,Muhanga,Rongi,Gasharu
RWA.2.4.10.3_1,Amajyepfo,Muhanga,Rongi,Karambo
RWA.2.4.10.4_1,Amajyepfo,Muhanga,Rongi,Nyamirambo
RWA.2.4.10.5_1,Amajyepfo,Muhanga,Rongi,Ruhango
RWA.2.4.11.1_1,Amajyepfo,Muhanga,Rugendabari,Gasave
RWA.2.4.11.2_1,Amajyepfo,Muhanga,Rugendabari,Kanyana
RWA.2.4.11.3_1,Amajyepfo,Muhanga,Rugendabari,Kibaga
RWA.2.4.11.4_1,Amajyepfo,Muhanga,Rugendabari,Mpinga
RWA.2.4.11.5_1,Amajyepfo,Muhanga,Rugendabari,Nsanga
RWA.2.4.12.1_1,Amajyepfo,Muhanga,Shyogwe,Kinini
RWA.2.4.12.2_1,Amajyepfo,Muhanga,Shyogwe,Mbare
RWA.2.4.12.3_1,Amajyepfo,Muhanga,Shyogwe,Mubuga
RWA.2.4.12.4_1,Amajyepfo,Muhanga,Shyogwe,Ruli
RWA.2.5.1.1_1,Amajyepfo,Nyamagabe,Buruhukiro,Bushigishigi
RWA.2.5.1.2_1,Amajyepfo,Nyamagabe,Buruhukiro,Byimana
RWA.2.5.1.3_1,Amajyepfo,Nyamagabe,Buruhukiro,Gifurwe
RWA.2.5.1.4_1,Amajyepfo,Nyamagabe,Buruhukiro,Kizimyamuriro
RWA.2.5.1.5_1,Amajyepfo,Nyamagabe,Buruhukiro,Munini
RWA.2.5.1.6_1,Amajyepfo,Nyamagabe,Buruhukiro,Rambya
RWA.2.5.2.1_1,Amajyepfo,Nyamagabe,Cyanika,Gitega
RWA.2.5.2.2_1,Amajyepfo,Nyamagabe,Cyanika,Karama
RWA.2.5.2.3_1,Amajyepfo,Nyamagabe,Cyanika,Kiyumba
RWA.2.5.2.4_1,Amajyepfo,Nyamagabe,Cyanika,Ngoma
