cell_id,elderly_60,general_pop,children_under5,youth_15_24,men_2020,women_2020,building_count
RWA.3.7.7.1_1,402,6957,1127,1341,3210,3746,1723
RWA.3.7.7.2_1,337,5827,944,1123,2689,3138,1271
RWA.3.7.7.3_1,254,4404,713,849,2032,2371,1020
RWA.3.7.7.4_1,230,3976,644,766,1834,2141,853
RWA.3.7.8.1_1,165,3253,536,615,1537,1715,584
RWA.3.7.8.2_1,144,2871,475,541,1351,1520,484
RWA.3.7.8.3_1,190,3887,640,739,1838,2048,550
RWA.3.7.8.4_1,187,3825,630,726,1806,2018,683
RWA.3.7.8.5_1,250,4985,825,940,2346,2639,738
RWA.3.7.8.6_1,298,5950,984,1122,2800,3149,787
RWA.3.7.9.1_1,269,5850,1001,1118,2800,3049,978
RWA.3.7.9.2_1,175,3816,653,729,1826,1989,761
RWA.3.7.9.3_1,185,4004,684,764,1915,2089,751
RWA.3.7.9.4_1,250,5434,929,1039,2602,2832,1255
RWA.3.7.9.5_1,197,4273,731,816,2045,2227,691
RWA.3.7.9.6_1,232,5050,863,966,2419,2631,1008
RWA.3.7.10.1_1,328,7188,1080,1476,3551,3636,3479
RWA.3.7.10.2_1,275,5999,902,1228,2963,3036,4652
RWA.3.7.10.3_1,200,4363,654,895,2153,2209,2507
RWA.3.7.10.4_1,306,6708,1008,1378,3314,3394,3473
RWA.3.7.10.5_1,414,9070,1363,1861,4480,4589,5046
RWA.3.7.11.1_1,294,6538,1065,1270,3129,3408,1210
RWA.3.7.11.2_1,354,7838,1276,1526,3754,4084,1543
RWA.3.7.11.3_1,262,5837,950,1137,2796,3041,1058
RWA.3.7.11.4_1,417,9270,1512,1802,4439,4831,1845
RWA.3.7.12.1_1,181,3664,550,716,1798,1865,2040
RWA.3.7.12.2_1,109,2223,335,434,1091,1131,1432
RWA.3.7.12.3_1,528,10744,1620,2102,5275,5469,5736
RWA.3.7.12.4_1,213,4346,655,850,2134,2212,2281
RWA.3.7.12.5_1,115,2316,345,453,1136,1180,1359
RWA.3.7.13.1_1,270,5342,728,1077,2565,2777,1147
RWA.3.7.13.2_1,274,5437,742,1097,2609,2827,927
RWA.3.7.13.3_1,177,3512,479,709,1686,1826,1275
RWA.3.7.13.4_1,162,3214,438,648,1543,1671,1131
RWA.3.7.14.1_1,215,4628,741,880,2205,2423,846
RWA.3.7.14.2_1,447,9593,1537,1825,4571,5022,1929
RWA.3.7.14.3_1,157,3385,542,644,1612,1772,626
RWA.3.7.14.4_1,298,6397,1025,1217,3048,3349,1056
RWA.3.7.14.5_1,227,4888,783,929,2329,2559,1026
RWA.3.7.14.6_1,143,3076,492,585,1465,1610,569
RWA.4.1.1.1_1,225,5820,853,1248,2850,2970,1315
RWA.4.1.1.2_1,266,7065,1045,1523,3468,3596,1667
RWA.4.1.1.3_1,203,5193,770,1113,2541,2652,1241
RWA.4.1.1.4_1,230,5965,884,1281,2922,3043,1605
RWA.4.1.1.5_1,87,2350,347,508,1155,1195,474
RWA.4.1.1.6_1,149,4013,593,867,1972,2041,1250
RWA.4.1.1.7_1,275,7378,1090,1594,3625,3752,2120
RWA.4.1.2.1_1,354,5507,783,1085,2573,2933,1050
RWA.4.1.2.2_1,132,2058,293,404,961,1097,780
RWA.4.1.2.3_1,149,2317,329,456,1083,1234,586
RWA.4.1.2.4_1,310,4842,695,957,2268,2574,687
RWA.4.1.2.5_1,193,3010,428,593,1406,1603,447
RWA.4.1.3.1_1,172,3002,440,540,1420,1581,909
RWA.4.1.3.2_1,302,5255,771,945,2487,2768,1296
RWA.4.1.3.3_1,156,2724,399,490,1289,1434,687
RWA.4.1.3.4_1,160,2786,409,501,1318,1467,722
RWA.4.1.3.5_1,303,5279,774,954,2498,2781,1386
RWA.4.1.3.6_1,289,5021,736,910,2374,2646,1201
RWA.4.1.4.1_1,152,2818,429,563,1331,1487,534
RWA.4.1.4.2_1,185,3432,521,684,1619,1813,721
RWA.4.1.4.3_1,187,3473,528,697,1640,1833,808
RWA.4.1.4.4_1,207,3841,585,768,1814,2026,941
RWA.4.1.4.5_1,262,4849,739,970,2291,2558,1181
RWA.4.1.4.6_1,178,3393,507,713,1597,1795,528
RWA.4.1.4.7_1,245,4540,691,908,2144,2396,913
RWA.4.1.4.8_1,138,2494,372,520,1173,1321,508
RWA.4.1.5.1_1,9,237,35,50,116,121,29
RWA.4.1.6.1_1,273,5228,805,997,2452,2775,1327
RWA.4.1.6.2_1,281,5366,829,1011,2517,2848,1419
RWA.4.1.6.3_1,205,3924,606,739,1840,2083,1149
RWA.4.1.6.4_1,283,5386,830,1014,2528,2858,1829
RWA.4.1.7.1_1,270,4024,558,771,1861,2162,634
RWA.4.1.7.2_1,223,3334,463,639,1542,1792,759
RWA.4.1.7.3_1,195,2909,404,557,1345,1563,607
RWA.4.1.7.4_1,338,5039,701,964,2331,2708,649
RWA.4.1.7.5_1,492,7337,1019,1405,3394,3943,1107
RWA.4.1.8.1_1,246,4168,610,774,1943,2225,580
RWA.4.1.8.2_1,427,7156,1042,1330,3334,3821,708
RWA.4.1.8.3_1,266,4504,658,836,2099,2405,769
RWA.4.1.8.4_1,316,5230,759,976,2434,2795,843
RWA.4.1.8.5_1,327,5540,811,1029,2582,2957,854
RWA.4.1.8.6_1,219,3689,538,686,1719,1969,960
RWA.4.1.9.1_1,281,4531,669,964,2121,2410,840
RWA.4.1.9.2_1,236,3812,563,813,1783,2029,786
RWA.4.1.9.3_1,133,2156,317,460,1008,1148,483
RWA.4.1.9.4_1,223,3605,530,771,1685,1920,861
RWA.4.1.9.5_1,238,3834,566,818,1793,2041,606
RWA.4.1.9.6_1,145,2346,347,495,1098,1247,651
RWA.4.1.9.7_1,200,3231,477,689,1511,1720,641
RWA.4.1.10.1_1,257,4695,627,918,2207,2488,1091
RWA.4.1.10.2_1,365,6667,885,1302,3133,3533,1499
RWA.4.1.10.3_1,294,5385,717,1052,2530,2854,1096
RWA.4.1.10.4_1,249,4554,616,888,2138,2416,1135
RWA.4.1.10.5_1,462,8451,1123,1652,3974,4477,1923
RWA.4.1.10.6_1,265,4879,649,955,2295,2583,1031
RWA.4.1.10.7_1,208,3805,506,743,1788,2017,837
RWA.4.1.10.8_1,322,5950,796,1167,2801,3149,1338
RWA.4.1.11.1_1,168,3051,451,589,1420,1630,800
RWA.4.1.11.2_1,224,4088,606,789,1903,2185,947
RWA.4.1.11.3_1,164,2969,439,574,1382,1586,755
RWA.4.1.11.4_1,144,2644,393,512,1232,1411,819
RWA.4.1.11.5_1,171,3074,454,594,1431,1642,765
RWA.4.1.11.6_1,199,3644,539,704,1696,1948,1027
RWA.4.1.11.7_1,176,3177,469,609,1479,1697,643
RWA.4.1.11.8_1,100,1778,262,345,829,949,454
RWA.4.1.11.9_1,130,2386,353,460,1110,1275,577
RWA.4.1.12.1_1,89,1436,216,287,681,755,383
RWA.4.1.12.2_1,176,2832,427,568,1344,1488,370
RWA.4.1.12.3_1,126,2030,306,407,963,1066,342
RWA.4.1.12.4_1,234,3784,570,749,1795,1989,356
RWA.4.1.12.5_1,134,2158,325,433,1024,1134,506
RWA.4.1.12.6_1,136,2182,328,439,1034,1147,459
RWA.4.1.12.7_1,149,2393,360,477,1135,1257,544
RWA.4.1.12.8_1,144,2309,347,463,1095,1214,471
RWA.4.1.13.1_1,297,5855,838,1345,2736,3119,661
RWA.4.1.13.2_1,199,3969,569,917,1855,2113,540
RWA.4.1.13.3_1,250,5011,719,1162,2343,2668,665
RWA.4.1.13.4_1,401,7995,1147,1848,3738,4257,982
RWA.4.1.13.5_1,133,2588,372,594,1210,1377,387
RWA.4.1.13.6_1,336,6717,964,1554,3141,3576,1965
RWA.4.1.13.7_1,158,3164,454,732,1480,1684,445
RWA.4.1.13.8_1,170,3392,486,784,1585,1806,547
RWA.4.1.14.1_1,289,4773,666,980,2216,2557,979
RWA.4.1.14.2_1,319,5261,736,1082,2443,2818,1057
RWA.4.1.14.3_1,255,4210,587,865,1954,2255,1031
RWA.4.1.14.4_1,293,4879,683,1006,2267,2612,1225
RWA.4.1.14.5_1,143,2364,330,486,1098,1266,587
RWA.4.1.14.6_1,154,2550,356,524,1184,1366,608
RWA.4.1.14.7_1,84,1392,195,287,646,745,428
RWA.4.2.1.1_1,221,4542,689,845,2106,2436,761
RWA.4.2.1.2_1,108,2227,338,414,1032,1194,384
RWA.4.2.1.3_1,327,6679,1015,1244,3095,3583,1021
RWA.4.2.1.4_1,194,3943,595,736,1827,2115,698
RWA.4.2.1.5_1,120,2439,367,454,1131,1307,448
RWA.4.2.2.1_1,360,6417,874,1239,2972,3444,1114
RWA.4.2.2.2_1,239,4253,579,821,1970,2283,609
RWA.4.2.2.3_1,176,3135,427,605,1452,1683,660
RWA.4.2.2.4_1,203,3638,500,701,1684,1954,642
RWA.4.2.2.5_1,210,3726,507,718,1726,2000,518
RWA.4.2.2.6_1,189,3363,458,649,1558,1805,656
RWA.4.2.3.1_1,379,8327,1206,1750,3814,4513,719
RWA.4.2.3.2_1,190,4159,601,876,1904,2254,1166
RWA.4.2.3.3_1,118,2605,376,550,1192,1413,535
RWA.4.2.3.4_1,169,3729,539,787,1706,2022,737
RWA.4.2.3.5_1,158,3475,501,734,1590,1884,679
RWA.4.2.3.6_1,151,3335,480,706,1527,1807,747
RWA.4.2.4.1_1,199,4565,635,975,2116,2449,937
RWA.4.2.4.2_1,240,5538,767,1187,2566,2971,781
RWA.4.2.4.3_1,479,11039,1530,2367,5116,5923,1298
RWA.4.2.4.4_1,216,4970,692,1064,2302,2668,720
RWA.4.2.4.5_1,228,5278,738,1129,2445,2833,729
RWA.4.2.4.6_1,166,3820,531,818,1768,2051,799
RWA.4.2.5.1_1,110,2506,382,486,1155,1350,625
RWA.4.2.5.2_1,95,2141,326,413,989,1152,470
RWA.4.2.5.3_1,160,3586,543,689,1658,1928,690
RWA.4.2.5.4_1,101,2347,364,455,1083,1263,692
RWA.4.2.5.5_1,118,2668,406,516,1232,1435,427
RWA.4.2.5.6_1,314,7119,1084,1379,3286,3832,586
RWA.4.2.6.1_1,117,2768,423,576,1268,1499,572
RWA.4.2.6.2_1,55,1310,200,271,601,709,376
RWA.4.2.6.3_1,52,1238,189,257,567,670,548
RWA.4.2.6.4_1,205,4842,740,999,2221,2620,705
RWA.4.2.6.5_1,379,9027,1399,1866,4144,4883,1019
RWA.4.2.6.6_1,555,13141,2011,2736,6023,7117,1045
RWA.4.2.7.1_1,290,6141,924,1185,2856,3284,1141
RWA.4.2.7.2_1,250,5325,797,1042,2471,2854,1327
RWA.4.2.7.3_1,204,4319,650,833,2009,2310,954
RWA.4.2.7.4_1,111,2385,355,467,1109,1276,973
RWA.4.2.7.5_1,406,8586,1291,1659,3993,4593,882
RWA.4.2.8.1_1,49,1265,218,256,580,684,287
RWA.4.2.8.2_1,166,4218,728,853,1936,2282,467
RWA.4.2.8.3_1,186,4720,814,955,2166,2554,554
RWA.4.2.8.6_1,129,3274,565,662,1502,1771,383
RWA.4.2.8.4_1,29,743,128,150,341,402,72
RWA.4.2.8.5_1,54,1376,237,278,631,744,111
RWA.4.2.8.7_1,77,1968,338,399,903,1064,526
RWA.4.2.8.8_1,100,2532,431,514,1162,1370,503
RWA.4.2.8.9_1,449,11387,1958,2307,5226,6161,840
RWA.4.2.9.1_1,162,3200,459,573,1505,1695,528
RWA.4.2.9.2_1,258,5075,724,904,2390,2685,810
RWA.4.2.9.3_1,145,2853,407,508,1343,1509,388
RWA.4.2.9.4_1,207,4038,573,726,1898,2140,569
RWA.4.2.9.5_1,247,4834,688,865,2274,2559,723
RWA.4.2.9.6_1,155,3074,441,550,1445,1628,501
RWA.4.2.10.1_1,412,7710,1170,1451,3548,4162,823
RWA.4.2.10.2_1,294,5541,842,1046,2549,2992,772
RWA.4.2.10.3_1,217,4104,626,773,1888,2216,522
RWA.4.2.10.4_1,328,6176,939,1166,2842,3333,1215
RWA.4.2.10.5_1,58,1103,168,207,507,596,344
RWA.4.2.11.1_1,215,4523,662,842,2132,2390,1166
RWA.4.2.11.2_1,313,6554,958,1218,3090,3464,776
RWA.4.2.11.3_1,361,7576,1109,1410,3571,4004,1186
RWA.4.2.11.4_1,393,8247,1207,1535,3888,4359,1103
RWA.4.2.11.5_1,640,13670,2021,2571,6411,7258,1375
RWA.4.2.11.6_1,239,4997,729,926,2356,2641,691
RWA.4.2.12.1_1,193,3387,491,657,1562,1825,565
RWA.4.2.12.2_1,304,5295,768,1023,2444,2851,1098
RWA.4.2.12.3_1,452,7902,1147,1531,3645,4257,1448
RWA.4.2.12.4_1,413,7226,1049,1402,3332,3893,1008
RWA.4.2.13.1_1,157,4008,692,778,1864,2143,955
RWA.4.2.13.2_1,166,4227,730,820,1966,2260,956
RWA.4.2.13.3_1,261,6609,1136,1283,3074,3535,1094
RWA.4.2.13.4_1,156,3930,674,761,1828,2102,609
RWA.4.2.13.5_1,241,6127,1054,1192,2850,3277,723
RWA.4.2.13.6_1,223,5614,963,1087,2611,3003,941
RWA.4.3.1.1_1,163,3898,610,862,1844,2054,394
RWA.4.3.1.2_1,275,5615,761,1339,2686,2928,1244
RWA.4.3.1.3_1,479,9814,1342,2349,4694,5120,2255
RWA.4.3.1.4_1,310,6422,877,1525,3071,3351,1508
RWA.4.3.1.5_1,21,436,59,103,207,228,80
RWA.4.3.1.6_1,241,4818,647,1160,2308,2509,1412
RWA.4.3.2.1_1,245,7010,1069,1497,3308,3702,2017
RWA.4.3.2.2_1,353,9979,1512,2151,4704,5275,1352
RWA.4.3.2.3_1,113,3268,498,697,1542,1725,783
RWA.4.3.2.4_1,313,9056,1381,1929,4275,4781,1245
RWA.4.3.2.5_1,164,4433,676,963,2086,2346,851
RWA.4.3.2.6_1,323,9291,1416,1982,4387,4904,1689
RWA.4.3.3.1_1,85,1810,257,375,834,976,712
RWA.4.3.3.2_1,242,5181,725,1095,2384,2797,432
RWA.4.3.3.3_1,93,1977,277,417,908,1068,615
RWA.4.3.3.4_1,153,3260,456,688,1499,1760,519
RWA.4.3.3.5_1,61,1304,183,274,599,704,508
RWA.4.3.3.6_1,278,5869,823,1237,2697,3172,691
RWA.4.3.4.1_1,139,3360,476,735,1580,1780,520
RWA.4.3.4.2_1,94,2307,332,506,1085,1222,583
RWA.4.3.4.3_1,226,5365,757,1182,2526,2838,1303
RWA.4.3.4.4_1,185,4466,635,977,2100,2366,1258
RWA.4.3.4.5_1,85,1991,284,449,941,1050,552
RWA.4.3.4.6_1,187,4482,633,984,2109,2372,577
RWA.4.3.5.1_1,182,4054,618,933,1887,2166,619
RWA.4.3.5.2_1,212,4742,727,1098,2210,2532,634
RWA.4.3.5.3_1,85,1887,290,433,880,1007,233
RWA.4.3.5.4_1,194,4329,660,998,2016,2313,368
RWA.4.3.5.5_1,257,5738,879,1328,2674,3064,499
RWA.4.3.5.6_1,99,2213,338,508,1031,1182,220
RWA.4.3.6.1_1,128,2296,297,529,1061,1235,363
RWA.4.3.6.2_1,121,2183,286,500,1009,1173,320
RWA.4.3.6.3_1,157,2823,370,647,1306,1517,510
RWA.4.3.6.4_1,112,2015,261,465,932,1083,410
RWA.4.3.6.5_1,115,2075,270,476,959,1116,411
RWA.4.3.6.6_1,159,2901,393,654,1344,1556,258
RWA.4.3.7.1_1,103,2352,329,572,1092,1260,394
RWA.4.3.7.2_1,305,6923,990,1666,3217,3705,1568
RWA.4.3.7.3_1,118,2717,382,657,1262,1454,450
RWA.4.3.7.4_1,214,4835,676,1176,2244,2590,970
RWA.4.3.7.5_1,239,5429,760,1322,2520,2908,1275
RWA.4.3.7.6_1,80,1783,248,431,827,955,314
RWA.4.3.7.7_1,255,5781,810,1406,2684,3097,1422
RWA.4.3.8.1_1,206,4788,775,960,2230,2558,540
RWA.4.3.8.2_1,254,5901,955,1183,2748,3152,643
RWA.4.3.8.3_1,175,4023,643,810,1871,2151,455
RWA.4.3.8.4_1,170,3917,609,799,1821,2096,455
RWA.4.3.8.5_1,68,1590,253,321,740,850,380
RWA.4.3.8.6_1,212,4926,797,987,2294,2631,607
RWA.4.3.9.1_1,183,4007,584,873,1852,2154,478
RWA.4.3.9.2_1,163,3573,519,789,1652,1920,453
RWA.4.3.9.3_1,260,5713,838,1252,2643,3070,727
RWA.4.3.9.4_1,205,4488,652,991,2075,2412,792
RWA.4.3.9.5_1,277,6052,879,1337,2798,3254,842
RWA.4.3.9.6_1,248,5419,787,1197,2505,2913,537
RWA.4.3.10.1_1,169,3485,557,624,1620,1865,904
RWA.4.3.10.2_1,194,3987,638,718,1854,2133,994
RWA.4.3.10.3_1,168,3504,558,630,1629,1874,871
RWA.4.3.10.4_1,208,4304,689,770,2000,2303,1044
RWA.4.3.10.5_1,209,4318,691,773,2007,2311,730
RWA.4.3.10.8_1,125,2563,410,466,1192,1370,604
RWA.4.3.10.6_1,15,325,52,58,151,174,73
RWA.4.3.10.7_1,31,647,103,115,300,346,158
RWA.4.3.11.1_1,242,4695,747,951,2201,2494,547
RWA.4.3.11.2_1,144,2801,446,566,1312,1488,509
RWA.4.3.11.3_1,117,2292,362,470,1074,1218,281
RWA.4.3.11.4_1,255,4950,788,1008,2321,2629,720
RWA.4.3.11.5_1,144,2826,448,573,1325,1500,569
RWA.4.3.11.6_1,266,5216,823,1062,2443,2773,627
RWA.4.3.12.1_1,143,3294,501,630,1543,1750,538
RWA.4.3.12.2_1,276,6261,948,1194,2936,3324,1191
RWA.4.3.12.3_1,127,2892,436,560,1351,1540,569
RWA.4.3.12.4_1,156,3511,530,668,1647,1863,959
RWA.4.3.12.5_1,118,2724,414,521,1276,1448,501
RWA.4.3.12.6_1,184,4179,627,815,1951,2227,726
RWA.4.4.1.1_1,511,11553,1965,2251,5504,6048,1666
RWA.4.4.1.2_1,178,3984,674,775,1896,2087,612
RWA.4.4.1.3_1,227,5112,868,995,2435,2676,754
RWA.4.4.1.4_1,368,8292,1408,1615,3950,4342,1263
RWA.4.4.2.1_1,389,6150,915,1267,2815,3334,1183
RWA.4.4.2.2_1,342,5425,808,1116,2484,2941,1121
RWA.4.4.2.3_1,364,5787,862,1192,2650,3137,1167
RWA.4.4.2.4_1,261,4146,617,853,1898,2248,866
RWA.4.4.3.1_1,395,7713,1055,1636,3532,4181,1561
RWA.4.4.3.2_1,453,8848,1211,1877,4052,4796,1471
RWA.4.4.3.3_1,272,5319,730,1125,2436,2882,1110
RWA.4.4.3.4_1,175,3418,467,725,1565,1852,852
RWA.4.4.4.1_1,330,5632,880,1131,2638,2994,1105
RWA.4.4.4.2_1,424,7241,1132,1454,3391,3849,1399
RWA.4.4.4.3_1,215,3685,575,741,1726,1959,905
RWA.4.4.4.4_1,445,7620,1186,1533,3570,4050,1295
RWA.4.4.4.5_1,274,4737,739,953,2219,2517,870
RWA.4.4.5.1_1,543,10004,1546,1911,4706,5298,1743
RWA.4.4.5.2_1,398,7284,1121,1390,3425,3859,1380
RWA.4.4.5.3_1,410,7494,1153,1430,3524,3970,1578
RWA.4.4.5.4_1,451,8305,1284,1586,3907,4397,1616
RWA.4.4.5.5_1,270,4936,760,941,2321,2615,1472
RWA.4.4.6.1_1,616,12352,1820,2411,5874,6478,3177
RWA.4.4.6.2_1,322,6514,956,1274,3101,3413,1270
RWA.4.4.6.3_1,328,6602,972,1291,3140,3461,1606
RWA.4.4.6.4_1,330,6652,977,1300,3165,3487,1258
RWA.4.4.6.5_1,407,8211,1202,1610,3903,4308,1429
RWA.4.4.7.1_1,330,5106,720,1072,2395,2710,1090
RWA.4.4.7.2_1,271,4182,586,880,1962,2219,712
RWA.4.4.7.3_1,332,5121,719,1077,2402,2718,1252
RWA.4.4.7.4_1,342,5261,737,1108,2468,2792,1054
RWA.4.4.7.5_1,398,6152,861,1296,2885,3267,1327
RWA.4.4.8.1_1,455,7870,1187,1606,3698,4171,1057
RWA.4.4.8.2_1,352,6106,921,1247,2869,3237,858
RWA.4.4.8.3_1,269,4666,703,952,2193,2473,967
RWA.4.4.8.4_1,408,7051,1063,1439,3313,3737,1237
RWA.4.4.8.5_1,305,5280,796,1077,2481,2798,1073
RWA.4.4.9.1_1,266,4829,747,981,2264,2564,893
RWA.4.4.9.2_1,434,7807,1199,1591,3661,4145,1532
RWA.4.4.9.3_1,377,6867,1064,1394,3220,3647,1256
RWA.4.4.9.4_1,326,5897,914,1196,2765,3132,1173
RWA.4.4.10.1_1,10,186,27,36,87,98,28
RWA.4.4.11.1_1,370,6436,1020,1273,3015,3420,1261
RWA.4.4.11.2_1,275,4816,768,949,2256,2560,942
RWA.4.4.11.3_1,316,5552,884,1094,2602,2950,1113
RWA.4.4.11.4_1,503,8855,1415,1743,4149,4705,1988
RWA.4.4.11.5_1,378,6692,1066,1316,3137,3554,1206
RWA.4.4.12.1_1,296,5186,768,1065,2433,2752,1118
RWA.4.4.12.2_1,327,5741,853,1179,2694,3046,1324
RWA.4.4.12.3_1,181,3176,472,652,1490,1685,828
RWA.4.4.12.4_1,247,4225,621,871,1983,2242,815
RWA.4.4.13.1_1,408,5984,872,1217,2774,3210,1294
RWA.4.4.13.2_1,385,5650,823,1149,2619,3030,929
RWA.4.4.13.3_1,583,8640,1268,1752,4003,4637,1501
RWA.4.4.13.4_1,237,3486,508,709,1616,1870,931
RWA.4.4.13.5_1,383,5628,820,1145,2609,3018,1273
RWA.4.4.14.1_1,173,3410,515,657,1569,1840,786
RWA.4.4.14.2_1,171,3366,507,649,1549,1817,714
RWA.4.4.14.3_1,213,4201,634,809,1933,2267,656
RWA.4.4.14.4_1,212,4172,630,804,1920,2251,951
RWA.4.4.15.1_1,328,6216,956,1309,2902,3314,1226
RWA.4.4.15.2_1,473,8979,1381,1892,4191,4787,1954
RWA.4.4.15.3_1,342,6442,989,1354,3009,3433,920
RWA.4.4.15.4_1,355,6662,1022,1399,3112,3550,1357
RWA.4.4.16.1_1,296,5059,820,982,2323,2736,881
RWA.4.4.16.2_1,324,5541,897,1077,2544,2996,934
RWA.4.4.16.3_1,236,4034,653,783,1852,2182,692
RWA.4.4.16.4_1,377,6389,1028,1246,2932,3456,1168
RWA.4.4.16.5_1,416,7072,1141,1377,3246,3826,1440
RWA.4.5.1.1_1,151,3629,540,795,1706,1923,868
RWA.4.5.1.2_1,93,2231,331,488,1049,1182,472
RWA.4.5.1.3_1,189,4520,680,988,2128,2391,999
RWA.4.5.1.4_1,226,5581,844,1232,2624,2956,1377
RWA.4.5.1.5_1,218,5222,782,1144,2455,2767,1652
RWA.4.5.1.6_1,178,4256,637,933,2001,2255,903
RWA.4.5.1.7_1,181,4463,676,984,2098,2364,1280
RWA.4.5.2.1_1,273,7192,1202,1542,3342,3849,1246
RWA.4.5.2.2_1,372,9792,1636,2100,4551,5240,2085
RWA.4.5.2.3_1,239,6337,1060,1361,2948,3388,824
RWA.4.5.2.4_1,229,6132,1049,1300,2855,3277,913
RWA.4.5.2.5_1,187,4964,841,1057,2309,2654,679
RWA.4.5.2.6_1,175,4610,770,988,2142,2467,987
RWA.4.5.2.7_1,235,5983,1001,1272,2809,3173,1401
RWA.4.5.3.1_1,208,6387,1182,1282,3029,3358,2032
RWA.4.5.3.2_1,156,4552,850,921,2140,2411,908
RWA.4.5.3.3_1,121,3311,601,661,1590,1721,471
RWA.4.5.3.4_1,75,2189,409,443,1028,1160,592
RWA.4.5.3.5_1,179,4703,832,925,2306,2397,870
RWA.4.5.3.6_1,141,4084,764,827,1917,2167,765
RWA.4.5.3.7_1,167,4843,906,981,2273,2570,710
RWA.4.5.3.8_1,160,4642,868,940,2179,2463,670
RWA.4.5.4.1_1,75,2264,249,614,1141,1123,289
RWA.4.5.4.2_1,602,18153,1970,4953,9158,8994,1736
RWA.4.5.4.3_1,561,16908,1835,4614,8530,8377,2245
RWA.4.5.4.4_1,1020,30379,3367,8215,15323,15056,4915
RWA.4.5.4.5_1,555,16803,1925,4485,8445,8357,1724
RWA.4.5.4.6_1,110,3325,360,907,1678,1647,624
RWA.4.5.4.7_1,349,10516,1141,2869,5306,5210,1032
RWA.4.5.5.1_1,173,5071,902,1025,2369,2701,1247
RWA.4.5.5.2_1,117,3440,612,696,1607,1832,550
RWA.4.5.5.3_1,336,9699,1722,1960,4533,5166,2894
RWA.4.5.5.4_1,158,4617,821,934,2157,2459,644
RWA.4.5.5.5_1,140,4100,729,829,1915,2184,603
RWA.4.5.5.6_1,116,3380,601,684,1579,1801,790
RWA.4.5.5.7_1,148,4347,773,879,2031,2316,630
RWA.4.5.6.1_1,120,2587,382,605,1222,1365,582
RWA.4.5.6.2_1,206,4895,802,1093,2290,2605,1109
RWA.4.5.6.3_1,0,8,1,1,3,4,9
RWA.4.5.6.4_1,286,6827,1123,1539,3168,3658,1206
RWA.4.5.6.5_1,158,3731,605,845,1736,1995,783
RWA.4.5.6.6_1,89,2142,353,482,994,1147,425
RWA.4.5.7.1_1,8,233,38,48,112,120,28
RWA.4.5.8.1_1,231,6415,1017,1451,3019,3395,896
RWA.4.5.8.2_1,216,6032,961,1367,2839,3193,1115
RWA.4.5.8.3_1,176,4896,781,1108,2304,2592,1151
RWA.4.5.8.4_1,157,4341,686,981,2043,2298,916
RWA.4.5.8.5_1,198,5391,863,1221,2532,2858,979
RWA.4.5.8.6_1,128,3477,557,787,1633,1844,737
RWA.4.5.8.7_1,152,4256,678,964,2003,2253,1071
RWA.4.5.9.1_1,482,10230,1551,1861,5557,4673,2389
RWA.4.5.9.2_1,445,9559,1460,1747,5162,4396,2496
RWA.4.5.9.3_1,338,7791,1245,1468,4037,3754,2426
RWA.4.5.9.4_1,313,6656,1009,1211,3615,3040,1211
RWA.4.5.10.1_1,223,5736,931,1181,2761,2975,1019
RWA.4.5.10.2_1,321,8419,1374,1736,4059,4360,1421
RWA.4.5.10.3_1,215,5710,936,1178,2756,2954,1205
RWA.4.5.10.4_1,206,5488,900,1133,2649,2838,1321
RWA.4.5.10.5_1,327,8715,1429,1799,4207,4507,1552
RWA.4.5.10.6_1,416,11081,1818,2287,5349,5731,2400
RWA.4.5.11.1_1,173,4096,697,820,1920,2175,800
RWA.4.5.11.2_1,155,3674,626,735,1723,1951,735
RWA.4.5.11.3_1,205,4871,830,971,2285,2586,912
RWA.4.5.11.4_1,171,4062,692,815,1904,2157,817
RWA.4.5.11.5_1,267,6347,1082,1263,2978,3369,1294
RWA.4.5.11.6_1,256,6174,1056,1230,2896,3277,1311
RWA.4.5.11.7_1,456,11009,1880,2194,5175,5833,3329
RWA.4.5.12.1_1,130,4567,826,899,2212,2354,1497
RWA.4.5.12.2_1,106,3459,622,685,1680,1779,1159
RWA.4.5.12.3_1,297,9799,1494,2222,4824,4975,2935
RWA.4.5.12.4_1,236,8280,1498,1631,4011,4269,3669
RWA.4.5.12.5_1,92,3175,574,630,1536,1638,1259
RWA.4.5.12.6_1,162,5463,987,1096,2639,2824,1832
RWA.4.5.12.7_1,189,6621,1198,1304,3207,3413,3214
RWA.4.5.13.1_1,168,5276,940,1061,2571,2704,1256
RWA.4.5.13.2_1,462,15182,2743,3083,7319,7863,2684
RWA.4.5.13.3_1,282,9195,1656,1868,4432,4763,1871
RWA.4.5.13.4_1,295,8580,1520,1730,4099,4480,2307
RWA.4.5.13.5_1,340,10367,1851,2096,4970,5397,2541
RWA.4.5.13.6_1,223,6957,1227,1421,3355,3601,1185
RWA.4.5.13.7_1,321,10445,1801,2204,5062,5383,2106
RWA.4.6.1.1_1,426,11454,2161,2034,5557,5896,2317
RWA.4.6.1.2_1,462,12429,2345,2208,6030,6398,2350
RWA.4.6.1.3_1,529,14219,2682,2526,6899,7319,2306
RWA.4.6.2.1_1,131,3348,513,725,1579,1768,412
RWA.4.6.2.2_1,283,7189,1110,1546,3392,3796,1140
RWA.4.6.2.3_1,126,3256,506,701,1538,1718,493
