cell_id,elderly_60,general_pop,children_under5,youth_15_24,men_2020,women_2020,building_count
RWA.1.1.1.1_1,241,3855,495,758,1850,2004,1435
RWA.1.1.1.2_1,229,3669,470,720,1761,1907,884
RWA.1.1.1.3_1,109,1756,225,345,843,913,530
RWA.1.1.1.4_1,318,5174,666,1016,2482,2691,1512
RWA.1.1.2.1_1,335,6046,833,1264,2880,3166,2036
RWA.1.1.2.2_1,252,4546,627,950,2166,2380,1245
RWA.1.1.2.3_1,242,4378,604,915,2084,2293,1028
RWA.1.1.2.4_1,394,7223,1014,1509,3432,3790,2164
RWA.1.1.2.5_1,505,9103,1255,1904,4339,4763,2600
RWA.1.1.3.1_1,314,5558,802,1204,2701,2857,1275
RWA.1.1.3.2_1,362,6454,939,1388,3135,3319,1521
RWA.1.1.3.3_1,421,7512,1101,1627,3652,3860,1535
RWA.1.1.3.4_1,449,8033,1180,1731,3903,4129,1794
RWA.1.1.3.5_1,471,8409,1234,1818,4087,4321,1878
RWA.1.1.3.6_1,539,9610,1409,2081,4672,4938,2179
RWA.1.1.4.1_1,178,3002,404,656,1418,1584,1304
RWA.1.1.4.2_1,191,3324,447,719,1562,1761,1201
RWA.1.1.4.3_1,115,2268,309,508,1085,1182,928
RWA.1.1.5.1_1,489,8624,1195,1811,4117,4507,1308
RWA.1.1.5.2_1,347,6182,862,1301,2947,3234,1022
RWA.1.1.5.3_1,577,10277,1433,2163,4899,5377,2124
RWA.1.1.5.4_1,474,8374,1165,1755,3996,4378,1288
RWA.1.1.5.5_1,133,2407,294,532,1152,1254,1368
RWA.1.1.6.1_1,207,3870,494,766,1835,2034,1335
RWA.1.1.6.2_1,265,4942,627,979,2350,2592,1188
RWA.1.1.6.3_1,155,2906,371,575,1378,1528,819
RWA.1.1.6.4_1,154,2888,368,571,1369,1518,993
RWA.1.1.7.1_1,67,1327,181,297,635,691,506
RWA.1.1.7.2_1,99,1958,267,438,937,1021,837
RWA.1.1.7.3_1,138,2684,377,588,1269,1414,740
RWA.1.1.8.1_1,132,2462,370,501,1189,1272,446
RWA.1.1.8.2_1,306,5672,854,1154,2743,2929,1431
RWA.1.1.8.3_1,271,5027,757,1022,2430,2596,942
RWA.1.1.8.4_1,403,7439,1114,1519,3598,3840,1633
RWA.1.1.9.1_1,183,3341,396,747,1601,1739,1206
RWA.1.1.9.2_1,86,1546,187,344,743,803,541
RWA.1.1.9.3_1,184,3351,400,748,1606,1745,1467
RWA.1.1.9.4_1,167,3045,361,681,1459,1585,1309
RWA.1.1.10.1_1,293,5162,658,1078,2424,2737,1278
RWA.1.1.10.2_1,259,4567,582,954,2145,2422,933
RWA.1.1.10.3_1,187,3289,418,686,1544,1744,712
RWA.1.1.10.4_1,396,6971,890,1456,3275,3696,1694
RWA.1.1.11.1_1,141,2659,371,556,1251,1408,1006
RWA.1.1.11.2_1,188,3687,543,769,1731,1955,976
RWA.1.1.11.3_1,245,4585,639,959,2157,2428,1092
RWA.1.1.11.4_1,179,3348,464,698,1576,1772,1537
RWA.1.1.12.1_1,164,3078,406,644,1422,1655,1227
RWA.1.1.12.2_1,318,6014,811,1261,2785,3229,1630
RWA.1.1.12.3_1,270,5043,676,1061,2338,2704,1244
RWA.1.1.12.4_1,256,4856,656,1017,2249,2607,1035
RWA.1.1.13.1_1,375,6387,836,1385,3096,3290,1501
RWA.1.1.13.2_1,438,7510,977,1632,3638,3872,1763
RWA.1.1.13.3_1,397,6809,889,1477,3296,3513,1885
RWA.1.1.13.4_1,260,4445,581,964,2154,2290,792
RWA.1.1.14.1_1,311,6057,886,1290,2824,3232,693
RWA.1.1.14.2_1,368,7200,1057,1528,3360,3840,786
RWA.1.1.14.3_1,181,3141,431,680,1482,1659,1121
RWA.1.1.14.4_1,440,8552,1250,1822,3988,4563,1070
RWA.1.1.15.1_1,218,4305,570,909,2004,2301,1171
RWA.1.1.15.2_1,194,3826,507,808,1781,2045,1000
RWA.1.1.15.3_1,223,4376,579,926,2036,2340,1316
RWA.1.1.15.4_1,186,3675,487,777,1709,1965,1285
RWA.1.1.16.1_1,464,8469,1116,1805,4129,4339,1778
RWA.1.1.16.2_1,437,7950,1049,1698,3869,4080,1703
RWA.1.1.16.3_1,353,6461,853,1382,3147,3314,1287
RWA.1.1.17.1_1,257,4857,669,1130,2292,2564,1435
RWA.1.1.17.2_1,247,4674,644,1088,2206,2468,1188
RWA.1.1.17.3_1,205,3893,535,899,1835,2058,1179
RWA.1.1.17.4_1,202,3825,527,890,1805,2020,1089
RWA.1.2.1.1_1,104,1960,264,382,924,1035,453
RWA.1.2.1.2_1,161,3007,405,590,1417,1590,749
RWA.1.2.1.3_1,137,2537,341,495,1196,1341,530
RWA.1.2.1.4_1,163,3067,414,599,1446,1620,670
RWA.1.2.1.5_1,175,3253,437,636,1533,1719,581
RWA.1.2.1.6_1,160,3016,407,589,1422,1593,659
RWA.1.2.1.7_1,117,2179,293,425,1027,1152,401
RWA.1.2.2.1_1,189,2849,346,550,1358,1491,983
RWA.1.2.2.2_1,369,5546,675,1068,2642,2904,674
RWA.1.2.2.3_1,265,3983,485,767,1897,2085,1083
RWA.1.2.2.4_1,273,4103,499,790,1955,2148,828
RWA.1.2.3.1_1,204,3192,371,637,1502,1690,954
RWA.1.2.3.2_1,263,4078,470,811,1920,2158,874
RWA.1.2.3.3_1,195,3031,349,603,1427,1604,837
RWA.1.2.3.4_1,182,2850,332,567,1342,1507,900
RWA.1.2.3.5_1,177,2758,320,548,1298,1459,935
RWA.1.2.4.1_1,282,4696,620,983,2206,2490,1216
RWA.1.2.4.2_1,332,5532,730,1153,2603,2929,1275
RWA.1.2.4.3_1,356,5941,786,1235,2794,3146,1221
RWA.1.2.4.4_1,441,7326,966,1536,3443,3883,1857
RWA.1.2.5.1_1,237,3828,487,773,1788,2040,1469
RWA.1.2.5.2_1,192,3002,378,603,1405,1596,837
RWA.1.2.5.3_1,227,3633,464,733,1696,1936,941
RWA.1.2.5.4_1,190,3018,383,607,1412,1606,726
RWA.1.2.5.5_1,341,5454,696,1099,2550,2904,1309
RWA.1.2.6.1_1,225,3652,469,711,1712,1940,812
RWA.1.2.6.2_1,175,2854,368,555,1337,1516,608
RWA.1.2.6.3_1,267,4372,569,848,2048,2324,854
RWA.1.2.6.4_1,322,5252,681,1024,2461,2790,888
RWA.1.2.7.1_1,388,7930,1210,1609,3720,4209,1543
RWA.1.2.7.2_1,201,4177,642,846,1959,2217,1025
RWA.1.2.7.3_1,195,4022,617,815,1887,2135,851
RWA.1.2.7.4_1,254,5070,765,1027,2375,2695,1158
RWA.1.2.8.1_1,230,3528,451,721,1628,1899,892
RWA.1.2.8.2_1,357,5456,697,1114,2518,2938,1428
RWA.1.2.8.3_1,211,3216,411,658,1481,1734,822
RWA.1.2.9.1_1,165,2868,376,593,1341,1527,536
RWA.1.2.9.2_1,205,3610,476,741,1690,1920,735
RWA.1.2.9.3_1,142,2486,327,511,1163,1322,909
RWA.1.2.9.4_1,307,5287,692,1095,2472,2814,942
RWA.1.2.9.5_1,262,4587,606,947,2145,2441,908
RWA.1.2.10.1_1,215,3824,515,739,1826,1998,740
RWA.1.2.10.2_1,255,4543,611,872,2171,2371,1012
RWA.1.2.10.3_1,277,4929,663,947,2356,2573,1065
RWA.1.2.11.1_1,157,2696,366,564,1265,1431,772
RWA.1.2.11.2_1,188,3247,444,684,1522,1725,642
RWA.1.2.11.3_1,198,3417,467,719,1601,1815,649
RWA.1.2.11.4_1,182,3103,420,650,1455,1647,885
RWA.1.2.12.1_1,127,2370,332,429,1125,1244,399
RWA.1.2.12.2_1,104,1952,273,353,927,1024,471
RWA.1.2.12.3_1,136,2529,355,456,1199,1329,547
RWA.1.2.12.4_1,206,3849,539,697,1827,2021,704
RWA.1.2.12.5_1,152,2828,394,513,1343,1485,628
RWA.1.2.12.6_1,164,3068,430,555,1457,1610,597
RWA.1.2.12.7_1,184,3441,482,622,1635,1805,532
RWA.1.2.13.1_1,115,1600,201,300,757,843,552
RWA.1.2.13.2_1,141,1898,234,353,900,998,716
RWA.1.2.13.3_1,155,2065,254,384,978,1086,639
RWA.1.2.13.4_1,147,1974,243,367,935,1038,664
RWA.1.2.13.5_1,151,2017,248,375,956,1061,555
RWA.1.2.13.6_1,227,3037,373,566,1440,1596,714
RWA.1.2.13.7_1,93,1248,153,232,591,656,553
RWA.1.2.13.8_1,277,3713,458,691,1759,1953,1038
RWA.1.2.13.9_1,117,1557,191,289,738,819,349
RWA.1.2.14.1_1,251,3737,487,682,1752,1984,966
RWA.1.2.14.2_1,316,4713,615,860,2210,2502,1042
RWA.1.2.14.3_1,129,1928,250,353,904,1024,415
RWA.1.2.14.4_1,159,2379,309,436,1115,1263,594
RWA.1.2.14.5_1,142,2094,272,383,983,1110,551
RWA.1.2.15.1_1,258,4514,633,841,2102,2411,895
RWA.1.2.15.2_1,259,4568,637,865,2137,2431,606
RWA.1.2.15.3_1,190,3344,469,630,1558,1785,785
RWA.1.2.15.4_1,221,3891,545,732,1814,2077,608
RWA.1.2.15.5_1,334,5887,826,1110,2743,3143,697
RWA.1.2.16.1_1,203,3146,391,669,1469,1676,705
RWA.1.2.16.2_1,135,2104,262,447,983,1121,418
RWA.1.2.16.3_1,333,5185,648,1101,2421,2763,1194
RWA.1.2.16.4_1,337,5223,650,1111,2440,2783,1204
RWA.1.2.17.1_1,215,3311,379,675,1617,1694,727
RWA.1.2.17.2_1,238,3676,420,750,1796,1879,622
RWA.1.2.17.3_1,253,3911,447,799,1912,1999,801
RWA.1.2.17.4_1,374,5776,660,1181,2823,2952,1284
RWA.1.2.17.5_1,211,3252,373,661,1587,1664,764
RWA.1.2.18.1_1,152,2652,369,498,1241,1410,593
RWA.1.2.18.2_1,277,4818,669,905,2256,2562,885
RWA.1.2.18.3_1,143,2517,350,470,1180,1336,538
RWA.1.2.18.4_1,145,2517,350,473,1178,1339,555
RWA.1.2.18.5_1,143,2492,346,468,1166,1325,487
RWA.1.2.18.6_1,160,2785,386,524,1303,1481,642
RWA.1.2.19.1_1,78,1096,128,216,518,578,445
RWA.1.2.19.2_1,124,1708,199,337,806,901,397
RWA.1.2.19.3_1,192,2635,306,521,1244,1390,679
RWA.1.2.19.4_1,234,3205,372,633,1514,1691,789
RWA.1.2.19.5_1,174,2393,278,473,1130,1262,608
RWA.1.2.19.6_1,132,1825,214,358,861,963,478
RWA.1.2.19.7_1,178,2426,284,476,1146,1280,595
RWA.1.2.19.8_1,125,1753,206,348,827,925,571
RWA.1.3.1.1_1,354,5984,887,1110,2911,3072,1603
RWA.1.3.1.2_1,195,3307,490,613,1609,1698,906
RWA.1.3.1.3_1,251,4249,630,788,2067,2182,1259
RWA.1.3.1.4_1,257,4402,659,818,2138,2264,1075
RWA.1.3.2.1_1,112,1817,232,374,868,949,983
RWA.1.3.2.2_1,163,2693,345,554,1286,1406,1092
RWA.1.3.2.3_1,107,1799,228,372,861,938,691
RWA.1.3.2.4_1,93,1517,192,313,725,792,772
RWA.1.3.3.1_1,814,16613,2080,3582,7954,8659,2231
RWA.1.3.3.2_1,496,10110,1264,2169,4845,5265,1425
RWA.1.3.3.3_1,259,5275,659,1132,2528,2747,755
RWA.1.3.3.4_1,217,4418,551,947,2118,2299,529
RWA.1.3.3.5_1,262,5343,668,1146,2560,2782,799
RWA.1.3.3.6_1,177,3603,450,773,1727,1876,595
RWA.1.3.3.7_1,230,4699,587,1008,2252,2447,581
RWA.1.3.3.8_1,474,9670,1208,2075,4634,5035,1339
RWA.1.3.3.9_1,716,14562,1820,3125,6977,7584,2114
RWA.1.3.4.1_1,70,1363,189,275,648,715,511
RWA.1.3.4.2_1,76,1474,205,297,701,772,518
RWA.1.3.4.3_1,206,4106,576,839,1947,2158,1003
RWA.1.3.4.4_1,121,2411,338,492,1143,1267,714
RWA.1.3.4.5_1,126,2511,352,513,1191,1320,791
RWA.1.3.4.6_1,184,3658,513,747,1735,1923,959
RWA.1.3.5.1_1,349,5848,845,1050,2799,3049,1391
RWA.1.3.5.2_1,311,5237,760,940,2507,2729,1596
RWA.1.3.5.3_1,287,4834,701,867,2313,2520,1237
RWA.1.3.6.1_1,386,8343,1078,1965,3927,4416,3057
RWA.1.3.6.2_1,258,5567,720,1309,2619,2947,866
RWA.1.3.6.3_1,171,3660,476,851,1722,1937,663
RWA.1.3.6.4_1,170,3694,477,870,1738,1955,634
RWA.1.3.6.5_1,314,6792,878,1601,3196,3596,1156
RWA.1.3.7.1_1,154,2481,299,546,1186,1294,634
RWA.1.3.7.2_1,202,3250,392,713,1553,1697,771
RWA.1.3.7.3_1,235,3793,456,835,1814,1979,1044
RWA.1.3.7.4_1,124,1996,240,439,954,1041,610
RWA.1.3.7.5_1,171,2754,333,604,1316,1438,717
RWA.1.3.8.1_1,196,3633,488,718,1742,1891,808
RWA.1.3.8.2_1,168,2964,369,586,1447,1516,541
RWA.1.3.8.3_1,146,2681,358,527,1289,1392,504
RWA.1.3.8.4_1,241,4401,596,858,2109,2292,812
RWA.1.3.8.5_1,140,2566,349,499,1231,1335,638
RWA.1.3.8.6_1,268,4888,665,951,2344,2544,1310
RWA.1.3.9.1_1,243,4578,606,988,2104,2473,1331
RWA.1.3.9.2_1,263,4978,660,1076,2287,2691,1568
RWA.1.3.9.3_1,380,7195,958,1559,3305,3890,2185
RWA.1.3.10.1_1,120,1866,234,399,888,977,544
RWA.1.3.10.2_1,207,3227,406,690,1537,1690,704
RWA.1.3.10.3_1,205,3195,401,685,1522,1672,534
RWA.1.3.10.4_1,140,2226,278,468,1061,1165,751
RWA.1.3.10.5_1,190,2970,373,635,1415,1555,1054
RWA.1.3.10.6_1,129,2010,252,430,958,1052,386
RWA.1.3.11.1_1,170,2937,414,560,1390,1546,726
RWA.1.3.11.2_1,252,4340,612,828,2055,2285,1004
RWA.1.3.11.3_1,185,3194,451,607,1513,1681,719
RWA.1.3.11.4_1,177,3063,432,584,1450,1612,860
RWA.1.3.11.5_1,317,5472,772,1044,2591,2881,1449
RWA.1.3.12.1_1,361,6598,871,1307,3104,3494,1932
RWA.1.3.12.2_1,256,4683,610,932,2199,2483,1477
RWA.1.3.12.3_1,348,6379,831,1270,2995,3383,1331
RWA.1.3.12.4_1,244,4465,580,888,2096,2368,1100
RWA.1.3.12.5_1,267,4880,635,971,2291,2588,1277
RWA.1.3.13.1_1,120,2149,306,413,1012,1136,446
RWA.1.3.13.2_1,146,2605,374,499,1228,1376,695
RWA.1.3.13.3_1,201,3591,514,689,1693,1897,852
RWA.1.3.13.4_1,142,2546,366,488,1200,1345,595
RWA.1.3.13.5_1,167,2986,425,574,1408,1577,735
RWA.1.3.13.6_1,166,2975,428,570,1402,1572,769
RWA.1.3.13.7_1,182,3263,469,626,1538,1725,726
RWA.1.3.14.1_1,170,2880,323,582,1436,1444,768
RWA.1.3.14.2_1,231,3895,434,785,1946,1948,973
RWA.1.3.14.3_1,172,2903,323,585,1451,1452,521
RWA.1.3.14.4_1,139,2394,274,487,1183,1211,792
RWA.1.3.14.5_1,173,2927,326,590,1463,1464,875
RWA.1.3.14.6_1,222,3757,427,763,1849,1907,767
RWA.1.3.14.7_1,242,4084,455,823,2041,2042,1021
RWA.1.3.15.1_1,165,2584,343,515,1236,1348,698
RWA.1.3.15.2_1,43,701,93,140,335,366,226
RWA.1.3.15.3_1,202,3181,423,635,1521,1659,757
RWA.1.3.15.4_1,149,2312,306,460,1106,1205,761
RWA.1.3.15.5_1,124,1931,256,384,924,1007,525
RWA.1.3.16.1_1,212,3796,482,784,1822,1973,884
RWA.1.3.16.2_1,254,4552,587,932,2180,2372,1069
RWA.1.3.16.3_1,211,3773,479,779,1811,1962,988
RWA.1.3.16.4_1,331,5934,752,1230,2848,3086,1208
RWA.1.3.16.5_1,280,5011,635,1036,2406,2605,1066
RWA.1.3.16.6_1,260,4620,589,952,2217,2403,947
RWA.1.3.17.1_1,262,4116,538,851,1942,2174,1085
RWA.1.3.17.2_1,307,4784,627,990,2253,2531,1009
RWA.1.3.17.3_1,211,3291,430,682,1550,1740,931
RWA.1.3.18.1_1,276,4800,634,942,2280,2519,1548
RWA.1.3.18.2_1,166,2876,379,562,1367,1509,733
RWA.1.3.18.3_1,179,3066,404,597,1458,1608,814
RWA.1.3.18.4_1,239,4149,547,813,1971,2177,1060
RWA.1.3.18.5_1,256,4454,587,874,2116,2338,1095
RWA.1.3.18.6_1,341,5932,788,1162,2818,3113,2043
RWA.1.3.19.1_1,176,2901,403,573,1385,1516,716
RWA.1.3.19.2_1,173,2872,400,566,1371,1501,793
RWA.1.3.19.3_1,259,4274,594,844,2040,2233,958
RWA.1.3.19.4_1,175,2895,403,570,1381,1514,661
RWA.1.3.19.5_1,226,3762,518,747,1797,1965,882
RWA.1.3.19.6_1,213,3526,491,696,1682,1843,864
RWA.1.3.20.1_1,314,4926,655,908,2357,2568,1579
RWA.1.3.20.2_1,302,4721,623,871,2256,2465,1254
RWA.1.3.20.3_1,273,4308,578,795,2062,2246,1221
RWA.1.3.21.1_1,168,2803,347,566,1338,1465,786
RWA.1.3.21.2_1,142,2359,293,477,1126,1233,700
RWA.1.3.21.3_1,227,3814,473,772,1820,1993,851
RWA.1.3.21.4_1,171,2850,353,576,1360,1490,791
RWA.1.3.21.5_1,215,3597,446,727,1717,1880,1045
RWA.1.4.1.1_1,421,10247,1513,2356,4857,5390,2958
RWA.1.4.1.2_1,85,2050,301,470,970,1080,578
RWA.1.4.1.3_1,139,3359,497,771,1590,1769,899
RWA.1.4.1.4_1,304,7224,1056,1667,3415,3809,1774
RWA.1.4.2.1_1,586,12836,1834,2897,6068,6768,3201
RWA.1.4.2.2_1,285,6085,883,1368,2858,3227,1591
RWA.1.4.2.3_1,266,5539,805,1232,2604,2935,1816
RWA.1.4.2.4_1,571,12188,1768,2743,5723,6465,4405
RWA.1.4.2.5_1,273,5830,846,1310,2738,3092,1683
RWA.1.4.2.6_1,391,9702,1331,2259,4640,5062,3480
RWA.1.4.3.1_1,307,5147,761,1036,2444,2703,1784
RWA.1.4.3.2_1,194,3233,473,653,1536,1696,911
RWA.1.4.3.3_1,499,8380,1230,1694,3981,4398,2259
RWA.1.4.3.4_1,390,6901,1016,1429,3267,3633,2121
RWA.1.4.4.1_1,152,2538,359,540,1210,1327,602
RWA.1.4.4.2_1,177,2959,419,629,1411,1548,721
RWA.1.4.4.3_1,239,4001,561,848,1903,2098,923
RWA.1.4.4.4_1,185,3085,436,656,1471,1613,679
RWA.1.4.5.1_1,256,5075,727,1156,2418,2657,781
RWA.1.4.5.2_1,268,5501,793,1255,2619,2882,1153
RWA.1.4.5.3_1,401,8442,1222,1928,4016,4425,1855
RWA.1.4.5.4_1,379,7663,1096,1759,3640,4023,1301
RWA.1.4.6.1_1,330,6568,953,1493,3055,3512,2494
RWA.1.4.6.2_1,301,5888,859,1334,2733,3154,1959
RWA.1.4.6.3_1,198,3907,574,888,1811,2095,1183
RWA.1.4.6.4_1,37,729,104,164,340,389,244
RWA.1.4.7.1_1,267,5479,731,1289,2578,2900,972
RWA.1.4.7.2_1,302,6181,817,1455,2910,3270,1417
RWA.1.4.7.3_1,338,7174,958,1713,3364,3809,1881
RWA.1.4.7.4_1,357,7304,965,1719,3439,3864,1098
RWA.1.4.7.5_1,439,8986,1182,2113,4223,4762,1909
RWA.1.4.8.1_1,410,12585,1606,3047,6152,6433,3449
RWA.1.4.8.2_1,466,14342,1825,3478,7011,7330,3613
RWA.1.4.8.3_1,382,11931,1518,2899,5835,6096,3726
RWA.1.4.8.4_1,679,20405,2610,4936,9956,10449,5217
RWA.1.4.9.1_1,348,6378,851,1404,3009,3368,2456
RWA.1.4.9.2_1,290,5393,726,1184,2531,2861,1877
RWA.1.4.9.3_1,199,3652,487,803,1724,1928,1564
RWA.1.4.9.4_1,236,4294,571,946,2031,2263,1559
RWA.1.4.10.1_1,605,14336,1957,3514,6713,7623,5873
RWA.1.4.10.2_1,213,4941,678,1217,2300,2641,1625
RWA.1.4.10.3_1,230,5290,730,1298,2463,2826,988
RWA.1.4.10.4_1,140,3222,444,791,1500,1721,793
RWA.1.4.10.5_1,435,10243,1402,2508,4793,5450,2888
RWA.1.4.11.1_1,319,6344,901,1348,2911,3432,2301
RWA.1.4.11.2_1,89,1795,263,365,826,969,490
RWA.1.4.11.3_1,56,1126,157,244,515,610,435
RWA.1.4.11.4_1,111,2217,311,477,1016,1200,748
RWA.1.4.11.5_1,97,1929,269,419,883,1045,664
RWA.1.4.12.1_1,313,6399,823,1501,2981,3418,2087
RWA.1.4.12.2_1,309,6343,829,1480,2957,3385,1963
RWA.1.4.12.3_1,212,4420,575,1045,2058,2361,1364
RWA.1.4.12.4_1,268,5502,723,1279,2567,2934,1331
RWA.1.4.12.5_1,424,8664,1116,2031,4036,4628,1657
RWA.1.4.13.1_1,213,3136,380,682,1509,1626,488
RWA.1.4.13.2_1,195,2904,349,623,1393,1510,689
RWA.1.4.13.3_1,301,4429,537,964,2132,2296,1184
RWA.1.4.13.4_1,317,4669,566,1016,2248,2421,1011
RWA.1.4.13.5_1,192,2853,349,619,1373,1480,790
RWA.1.4.14.1_1,154,2593,347,523,1229,1364,703
RWA.1.4.14.2_1,320,5309,695,1098,2527,2781,1223
RWA.1.4.14.3_1,279,4625,602,954,2200,2424,1079
RWA.1.4.14.4_1,274,4572,603,947,2177,2394,1277
RWA.1.4.14.5_1,279,4658,615,965,2218,2439,1235
RWA.1.4.15.1_1,331,6777,1007,1554,3187,3590,1622
RWA.1.4.15.2_1,266,5499,825,1264,2578,2920,1093
RWA.1.4.15.3_1,300,6173,923,1418,2897,3275,951
RWA.1.4.15.4_1,268,5530,830,1271,2593,2937,902
RWA.1.5.1.1_1,345,6181,765,1301,2862,3318,1348
RWA.1.5.1.2_1,306,5478,676,1143,2524,2954,1399
RWA.1.5.1.3_1,405,7348,918,1536,3382,3966,1962
RWA.1.5.2.1_1,300,4771,573,927,2248,2522,1409
RWA.1.5.2.2_1,244,3845,461,749,1808,2036,1053
RWA.1.5.2.3_1,228,3597,432,701,1692,1905,1045
RWA.1.5.3.1_1,267,4320,497,879,2015,2304,1471
RWA.1.5.3.2_1,315,5105,583,1042,2380,2724,1524
RWA.1.5.3.3_1,222,3569,404,731,1671,1898,942
RWA.1.5.3.4_1,187,3040,348,619,1417,1622,1071
RWA.1.5.3.5_1,250,4035,462,822,1881,2153,1127
RWA.1.5.4.1_1,160,2638,326,512,1238,1399,659
RWA.1.5.4.2_1,152,2500,308,485,1174,1326,649
RWA.1.5.4.3_1,356,5854,723,1136,2749,3105,1147
RWA.1.5.4.4_1,190,3137,388,609,1472,1664,800
RWA.1.5.4.5_1,184,2981,363,587,1402,1578,837
RWA.1.5.4.6_1,226,3723,461,722,1747,1975,918
RWA.1.5.4.7_1,169,2776,342,539,1303,1472,776
RWA.1.5.5.1_1,353,5517,790,1081,2584,2933,1424
RWA.1.5.5.2_1,305,4718,672,923,2208,2510,1330
RWA.1.5.5.3_1,266,4148,593,811,1941,2207,1104
RWA.1.5.6.1_1,346,5613,717,1210,2629,2983,929
RWA.1.5.6.2_1,282,4618,593,989,2152,2465,1191
RWA.1.5.6.3_1,273,4432,570,952,2069,2363,996
RWA.1.5.7.1_1,253,4341,514,903,2038,2302,1079
RWA.1.5.7.2_1,219,3793,451,789,1779,2013,1095
RWA.1.5.7.3_1,175,3017,358,628,1416,1601,866
RWA.1.5.7.4_1,168,2899,346,602,1360,1538,986
RWA.1.5.8.1_1,125,2141,257,443,1007,1133,540
RWA.1.5.8.2_1,211,3622,434,751,1705,1917,1002
RWA.1.5.8.3_1,189,3266,394,675,1536,1729,834
RWA.1.5.8.4_1,241,4134,496,856,1945,2188,868
RWA.1.5.8.5_1,256,4382,525,909,2062,2319,1121
RWA.1.5.8.6_1,129,2201,265,452,1035,1165,628
RWA.1.5.9.1_1,231,4129,624,817,1978,2150,1182
RWA.1.5.9.2_1,245,4517,683,901,2174,2342,1424
RWA.1.5.9.3_1,285,5077,767,1004,2434,2643,1480
RWA.1.5.9.4_1,218,3999,603,798,1924,2074,1184
RWA.1.5.9.5_1,330,5875,888,1163,2816,3059,1817
RWA.1.5.10.1_1,394,6101,779,1177,2913,3187,1945
RWA.1.5.10.2_1,183,2836,366,546,1352,1483,929
RWA.1.5.10.3_1,187,2887,367,556,1379,1507,840
RWA.1.5.10.4_1,342,5271,673,1015,2517,2753,1254
RWA.1.5.11.1_1,399,7892,1222,1576,3742,4149,3221
RWA.1.5.11.2_1,227,4335,677,853,2037,2298,1469
RWA.1.5.11.3_1,312,5872,912,1157,2768,3103,1633
RWA.1.5.11.4_1,200,3820,597,752,1795,2025,1033
RWA.1.5.12.1_1,159,2735,411,520,1276,1459,906
RWA.1.5.12.2_1,145,2507,378,477,1170,1337,815
RWA.1.5.12.3_1,171,2935,444,558,1368,1566,908
RWA.1.5.12.4_1,198,3489,522,674,1633,1855,812
RWA.1.5.13.1_1,657,11818,1819,2186,5689,6128,3187
RWA.1.5.13.2_1,233,4169,639,772,2006,2163,1601
RWA.1.5.13.5_1,298,5346,821,990,2573,2772,1719
RWA.1.5.13.3_1,43,778,119,144,374,403,222
RWA.1.5.13.4_1,61,1102,169,203,530,571,328
RWA.1.5.14.1_1,238,4050,488,879,1926,2123,1024
RWA.1.5.14.2_1,221,3772,454,819,1794,1978,736
RWA.1.5.14.3_1,216,3662,442,802,1747,1915,870
RWA.1.5.14.4_1,183,3113,377,682,1484,1628,740
RWA.1.5.15.1_1,371,6560,915,1294,3083,3476,1816
RWA.1.5.15.2_1,174,3058,424,602,1437,1620,1160
RWA.1.5.15.3_1,102,1850,259,365,869,980,697
RWA.1.5.16.1_1,448,9133,1353,1794,4325,4807,2700
RWA.1.5.16.2_1,198,3941,578,772,1860,2080,1532
RWA.1.5.16.3_1,98,1947,285,381,919,1028,1130
RWA.1.5.16.4_1,216,4206,611,824,1987,2219,1646
RWA.1.5.16.5_1,512,11082,1686,2175,5283,5799,4779
RWA.1.5.17.1_1,298,4628,511,961,2197,2431,943
RWA.1.5.17.2_1,193,2992,334,618,1421,1571,863
RWA.1.5.17.3_1,240,3724,411,773,1768,1956,989
RWA.1.5.17.4_1,303,4750,528,983,2246,2504,1257
RWA.1.5.17.5_1,207,3217,359,664,1528,1689,873
RWA.2.1.1.1_1,357,8596,1422,1570,4042,4553,1895
RWA.2.1.1.2_1,318,7477,1242,1358,3515,3961,1499
RWA.2.1.1.3_1,283,6776,1122,1236,3186,3589,1397
RWA.2.1.1.4_1,308,7375,1222,1341,3468,3906,1595
RWA.2.1.2.1_1,269,6988,1343,1168,3299,3689,1173
RWA.2.1.2.2_1,198,5198,1003,864,2454,2743,879
RWA.2.1.2.3_1,261,6848,1320,1140,3233,3615,1193
RWA.2.1.2.4_1,515,13543,2616,2250,6396,7146,2075
RWA.2.1.3.1_1,335,5502,857,1009,2512,2989,1598
RWA.2.1.3.2_1,246,4051,632,743,1849,2202,1205
RWA.2.1.3.3_1,214,3530,550,648,1611,1918,977
RWA.2.1.3.4_1,242,3984,621,731,1819,2165,619
RWA.2.1.4.1_1,511,9390,1377,1871,4261,5129,1703
RWA.2.1.4.2_1,344,6241,921,1233,2833,3407,1259
RWA.2.1.4.3_1,306,5627,825,1121,2553,3074,931
RWA.2.1.4.4_1,380,6987,1026,1392,3170,3816,1157
RWA.2.1.5.1_1,233,3927,582,703,1824,2102,771
RWA.2.1.5.2_1,194,3272,486,586,1517,1754,777
RWA.2.1.5.3_1,150,2535,376,454,1176,1359,540
RWA.2.1.5.4_1,266,4477,664,802,2078,2399,1061
RWA.2.1.5.5_1,139,2337,347,418,1084,1253,618
RWA.2.1.5.6_1,223,3749,557,671,1739,2010,784
RWA.2.1.6.1_1,339,7844,1323,1322,3686,4158,1722
